dt,block_number,controller_debt
"October 29, 2023, 5:19 PM","18,457,284","125,109,210.15"
"October 29, 2023, 8:00 PM","18,458,079","125,104,862.5"
"October 30, 2023, 12:00 AM","18,459,269","125,377,431.73"
"October 30, 2023, 4:00 AM","18,460,455","125,158,512.7"
"October 30, 2023, 8:00 AM","18,461,643","126,934,048.41"
"October 30, 2023, 12:00 PM","18,462,836","127,893,258.41"
"October 30, 2023, 4:00 PM","18,464,021","127,765,319.54"
"October 30, 2023, 8:00 PM","18,465,218","127,723,936.17"
"October 31, 2023, 12:00 AM","18,466,408","125,335,218.83"
"October 31, 2023, 4:00 AM","18,467,593","124,881,839.29"
"October 31, 2023, 8:00 AM","18,468,781","125,488,330.39"
"October 31, 2023, 12:00 PM","18,469,969","125,385,635.5"
"October 31, 2023, 4:00 PM","18,471,160","124,623,184.14"
"October 31, 2023, 8:00 PM","18,472,351","124,161,189.84"
"November 1, 2023, 12:00 AM","18,473,543","124,342,090.45"
"November 1, 2023, 4:00 AM","18,474,733","124,346,300.29"
"November 1, 2023, 8:00 AM","18,475,924","124,393,681.88"
"November 1, 2023, 12:00 PM","18,477,111","124,431,763.46"
"November 1, 2023, 4:00 PM","18,478,308","121,072,774.62"
"November 1, 2023, 8:00 PM","18,479,501","121,171,194.05"
"November 2, 2023, 12:00 AM","18,480,694","121,795,693.71"
"November 2, 2023, 4:00 AM","18,481,887","121,547,812.06"
"November 2, 2023, 8:00 AM","18,483,075","120,448,199.9"
"November 2, 2023, 12:00 PM","18,484,257","120,912,894.28"
"November 2, 2023, 4:00 PM","18,485,442","119,299,035.87"
"November 2, 2023, 8:00 PM","18,486,633","119,198,816.88"
"November 3, 2023, 12:00 AM","18,487,825","120,265,061.55"
"November 3, 2023, 4:00 AM","18,489,014","126,269,005.61"
"November 3, 2023, 8:00 AM","18,490,203","126,712,364.92"
"November 3, 2023, 12:00 PM","18,491,394","126,613,571.69"
"November 3, 2023, 4:00 PM","18,492,588","127,284,160.05"
"November 3, 2023, 8:00 PM","18,493,776","128,721,876.97"
"November 4, 2023, 12:00 AM","18,494,964","128,918,473.87"
"November 4, 2023, 4:00 AM","18,496,159","129,279,190.52"
"November 4, 2023, 8:00 AM","18,497,344","129,377,902.36"
"November 4, 2023, 12:00 PM","18,498,532","128,527,393.39"
"November 4, 2023, 4:00 PM","18,499,722","128,603,017.84"
"November 4, 2023, 8:00 PM","18,500,913","121,660,888.48"
"November 5, 2023, 12:00 AM","18,502,099","122,053,631.15"
"November 5, 2023, 4:00 AM","18,503,289","122,327,954.39"
"November 5, 2023, 8:00 AM","18,504,480","123,112,192.78"
"November 5, 2023, 12:00 PM","18,505,668","123,957,186.23"
"November 5, 2023, 4:00 PM","18,506,855","124,417,849.34"
"November 5, 2023, 8:00 PM","18,508,043","124,685,132.31"
"November 6, 2023, 12:00 AM","18,509,233","124,763,866.44"
"November 6, 2023, 4:00 AM","18,510,426","124,866,579.09"
"November 6, 2023, 8:00 AM","18,511,613","124,703,092.76"
"November 6, 2023, 12:00 PM","18,512,801","128,466,430.18"
"November 6, 2023, 4:00 PM","18,513,991","128,805,542.76"
"November 6, 2023, 8:00 PM","18,515,179","129,346,306.77"
"November 7, 2023, 12:00 AM","18,516,373","130,170,938.39"
"November 7, 2023, 4:00 AM","18,517,558","130,799,091.43"
"November 7, 2023, 8:00 AM","18,518,744","130,351,222.41"
"November 7, 2023, 12:00 PM","18,519,937","129,743,927.57"
"November 7, 2023, 4:00 PM","18,521,129","129,723,446.19"
"November 7, 2023, 8:00 PM","18,522,326","129,795,870.67"
"November 8, 2023, 12:00 AM","18,523,523","129,914,099.13"
"November 8, 2023, 4:00 AM","18,524,717","129,283,312.07"
"November 8, 2023, 8:00 AM","18,525,906","128,531,100.09"
"November 8, 2023, 12:00 PM","18,527,097","129,022,439.04"
"November 8, 2023, 4:00 PM","18,528,289","129,067,849.52"
"November 8, 2023, 8:00 PM","18,529,484","129,876,996.32"
"November 9, 2023, 12:00 AM","18,530,676","130,091,185.62"
"November 9, 2023, 4:00 AM","18,531,867","129,860,406.19"
"November 9, 2023, 8:00 AM","18,533,054","129,942,379.17"
"November 9, 2023, 12:00 PM","18,534,249","130,154,628.62"
"November 9, 2023, 4:00 PM","18,535,443","131,280,399.87"
"November 9, 2023, 8:00 PM","18,536,637","132,719,074.62"
"November 10, 2023, 12:00 AM","18,537,827","137,593,252.27"
"November 10, 2023, 4:00 AM","18,539,017","141,557,724.51"
"November 10, 2023, 8:00 AM","18,540,212","142,164,704.78"
"November 10, 2023, 12:00 PM","18,541,406","142,674,143.54"
"November 10, 2023, 4:00 PM","18,542,598","141,339,372.53"
"November 10, 2023, 8:00 PM","18,543,789","141,842,959.58"
"November 11, 2023, 12:00 AM","18,544,980","146,462,536.51"
"November 11, 2023, 4:00 AM","18,546,169","146,980,383.19"
"November 11, 2023, 8:00 AM","18,547,357","146,440,346.06"
"November 11, 2023, 12:00 PM","18,548,549","146,686,263.31"
"November 11, 2023, 4:00 PM","18,549,741","147,927,579"
"November 11, 2023, 8:00 PM","18,550,930","148,481,822.88"
"November 12, 2023, 12:00 AM","18,552,123","148,465,424.55"
"November 12, 2023, 4:00 AM","18,553,311","149,251,053.29"
"November 12, 2023, 8:00 AM","18,554,502","149,570,991.05"
"November 12, 2023, 12:00 PM","18,555,692","149,944,019.01"
"November 12, 2023, 4:00 PM","18,556,882","150,496,112.57"
"November 12, 2023, 8:00 PM","18,558,076","150,906,274.48"
"November 13, 2023, 12:00 AM","18,559,267","151,017,869.33"
"November 13, 2023, 4:00 AM","18,560,462","150,394,083.64"
"November 13, 2023, 8:00 AM","18,561,652","151,407,693.66"
"November 13, 2023, 12:00 PM","18,562,843","151,525,183.94"
"November 13, 2023, 4:00 PM","18,564,031","152,136,565.86"
"November 13, 2023, 8:00 PM","18,565,224","152,325,681.37"
"November 14, 2023, 12:00 AM","18,566,419","152,515,862.84"
"November 14, 2023, 4:00 AM","18,567,614","152,498,654.14"
"November 14, 2023, 8:00 AM","18,568,810","152,545,005.97"
"November 14, 2023, 12:00 PM","18,570,001","152,561,731.09"
"November 14, 2023, 4:00 PM","18,571,197","151,195,909.4"
"November 14, 2023, 8:00 PM","18,572,387","149,613,623.94"
"November 15, 2023, 12:00 AM","18,573,579","149,885,915.56"
"November 15, 2023, 4:00 AM","18,574,775","150,309,371.77"
"November 15, 2023, 8:00 AM","18,575,965","152,853,674.7"
"November 15, 2023, 12:00 PM","18,577,145","154,863,534.35"
"November 15, 2023, 4:00 PM","18,578,337","153,079,818.08"
"November 15, 2023, 8:00 PM","18,579,529","152,726,865.62"
"November 16, 2023, 12:00 AM","18,580,727","152,530,389.51"
"November 16, 2023, 4:00 AM","18,581,917","153,441,940.55"
"November 16, 2023, 8:00 AM","18,583,113","153,630,966.68"
"November 16, 2023, 12:00 PM","18,584,306","154,112,474.9"
"November 16, 2023, 4:00 PM","18,585,502","153,185,315.52"
"November 16, 2023, 8:00 PM","18,586,698","154,365,828.27"
"November 17, 2023, 12:00 AM","18,587,882","154,107,136.34"
"November 17, 2023, 4:00 AM","18,589,079","154,025,375.63"
"November 17, 2023, 8:00 AM","18,590,270","153,072,381.68"
"November 17, 2023, 12:00 PM","18,591,458","152,747,162.55"
"November 17, 2023, 4:00 PM","18,592,648","152,666,251.44"
"November 17, 2023, 8:00 PM","18,593,840","152,558,147.1"
"November 18, 2023, 12:00 AM","18,595,031","152,572,659.15"
"November 18, 2023, 4:00 AM","18,596,222","152,567,229.5"
"November 18, 2023, 8:00 AM","18,597,406","152,438,827.86"
"November 18, 2023, 12:00 PM","18,598,585","156,982,256.66"
"November 18, 2023, 4:00 PM","18,599,776","157,050,464.07"
"November 18, 2023, 8:00 PM","18,600,957","157,334,054.58"
"November 19, 2023, 12:00 AM","18,602,145","157,231,016.7"
"November 19, 2023, 4:00 AM","18,603,337","157,384,813.77"
"November 19, 2023, 8:00 AM","18,604,525","157,757,921.11"
"November 19, 2023, 12:00 PM","18,605,718","157,670,652.94"
"November 19, 2023, 4:00 PM","18,606,905","157,784,915.58"
"November 19, 2023, 8:00 PM","18,608,097","158,021,728.5"
"November 20, 2023, 12:00 AM","18,609,284","157,995,879.14"
"November 20, 2023, 4:00 AM","18,610,477","158,023,386.27"
"November 20, 2023, 8:00 AM","18,611,670","158,042,324.26"
"November 20, 2023, 12:00 PM","18,612,859","158,465,565.1"
"November 20, 2023, 4:00 PM","18,614,049","160,210,171.95"
"November 20, 2023, 8:00 PM","18,615,240","160,321,998.12"
"November 21, 2023, 12:00 AM","18,616,431","157,398,520.9"
"November 21, 2023, 4:00 AM","18,617,622","157,560,187.3"
"November 21, 2023, 8:00 AM","18,618,812","156,504,580.79"
"November 21, 2023, 12:00 PM","18,619,993","156,665,156.73"
"November 21, 2023, 4:00 PM","18,621,189","157,008,115.5"
"November 21, 2023, 8:00 PM","18,622,381","157,314,481.97"
"November 22, 2023, 12:00 AM","18,623,574","157,416,059.07"
"November 22, 2023, 4:00 AM","18,624,762","156,897,619.16"
"November 22, 2023, 8:00 AM","18,625,952","157,044,413.68"
"November 22, 2023, 12:00 PM","18,627,136","157,228,527.5"
"November 22, 2023, 4:00 PM","18,628,326","157,243,428.29"
"November 22, 2023, 8:00 PM","18,629,522","157,740,419.52"
"November 23, 2023, 12:00 AM","18,630,716","157,723,735.63"
"November 23, 2023, 4:00 AM","18,631,910","157,340,646.66"
"November 23, 2023, 8:00 AM","18,633,097","153,305,414.36"
"November 23, 2023, 12:00 PM","18,634,293","152,872,636.32"
"November 23, 2023, 4:00 PM","18,635,484","150,719,498.93"
"November 23, 2023, 8:00 PM","18,636,675","150,524,079.23"
"November 24, 2023, 12:00 AM","18,637,861","150,588,811.44"
"November 24, 2023, 4:00 AM","18,639,047","153,842,308.15"
"November 24, 2023, 8:00 AM","18,640,233","153,729,328.36"
"November 24, 2023, 12:00 PM","18,641,425","154,047,388.23"
"November 24, 2023, 4:00 PM","18,642,616","155,733,754.65"
"November 24, 2023, 8:00 PM","18,643,810","156,741,946.98"
"November 25, 2023, 12:00 AM","18,644,995","156,213,859.1"
"November 25, 2023, 4:00 AM","18,646,187","156,171,442.74"
"November 25, 2023, 8:00 AM","18,647,380","156,306,026.16"
"November 25, 2023, 12:00 PM","18,648,572","154,997,532.6"
"November 25, 2023, 4:00 PM","18,649,759","155,309,685.57"
"November 25, 2023, 8:00 PM","18,650,950","155,306,255.77"
"November 26, 2023, 12:00 AM","18,652,140","155,775,471.91"
"November 26, 2023, 4:00 AM","18,653,324","155,706,055.01"
"November 26, 2023, 8:00 AM","18,654,519","155,622,523"
"November 26, 2023, 12:00 PM","18,655,710","156,012,020.63"
"November 26, 2023, 4:00 PM","18,656,896","157,541,704.15"
"November 26, 2023, 8:00 PM","18,658,082","157,913,476.7"
"November 27, 2023, 12:00 AM","18,659,275","157,766,962.2"
"November 27, 2023, 4:00 AM","18,660,459","156,865,348.35"
"November 27, 2023, 8:00 AM","18,661,650","156,601,785.35"
"November 27, 2023, 12:00 PM","18,662,840","156,206,028.06"
"November 27, 2023, 4:00 PM","18,664,031","154,888,720.75"
"November 27, 2023, 8:00 PM","18,665,218","154,507,120.84"
"November 28, 2023, 12:00 AM","18,666,411","154,377,332.3"
"November 28, 2023, 4:00 AM","18,667,604","153,988,371.22"
"November 28, 2023, 8:00 AM","18,668,793","153,550,218.15"
"November 28, 2023, 12:00 PM","18,669,983","152,017,007.43"
"November 28, 2023, 4:00 PM","18,671,170","151,486,796.41"
"November 28, 2023, 8:00 PM","18,672,364","150,115,184.29"
"November 29, 2023, 12:00 AM","18,673,556","150,076,200.17"
"November 29, 2023, 4:00 AM","18,674,747","150,133,821.66"
"November 29, 2023, 8:00 AM","18,675,936","149,792,064.5"
"November 29, 2023, 12:00 PM","18,677,131","152,567,284.67"
"November 29, 2023, 4:00 PM","18,678,318","152,587,994.39"
"November 29, 2023, 8:00 PM","18,679,511","152,353,269.08"
"November 30, 2023, 12:00 AM","18,680,706","148,416,283.84"
"November 30, 2023, 4:00 AM","18,681,899","145,469,136.35"
"November 30, 2023, 8:00 AM","18,683,093","144,592,944.56"
"November 30, 2023, 12:00 PM","18,684,283","143,527,175.03"
"November 30, 2023, 4:00 PM","18,685,469","140,400,973.68"
"November 30, 2023, 8:00 PM","18,686,658","140,127,639.8"
"December 1, 2023, 12:00 AM","18,687,851","140,465,291.3"
"December 1, 2023, 4:00 AM","18,689,041","140,271,276.49"
"December 1, 2023, 8:00 AM","18,690,235","140,164,993.71"
"December 1, 2023, 12:00 PM","18,691,424","143,377,722.72"
"December 1, 2023, 4:00 PM","18,692,613","144,029,251.01"
"December 1, 2023, 8:00 PM","18,693,806","143,169,181.63"
"December 2, 2023, 12:00 AM","18,695,002","143,078,686.84"
"December 2, 2023, 4:00 AM","18,696,190","142,377,256.15"
"December 2, 2023, 8:00 AM","18,697,384","141,865,244.94"
"December 2, 2023, 12:00 PM","18,698,580","141,980,065.18"
"December 2, 2023, 4:00 PM","18,699,772","141,787,449.56"
"December 2, 2023, 8:00 PM","18,700,967","141,556,255.55"
"December 3, 2023, 12:00 AM","18,702,159","141,155,861.82"
"December 3, 2023, 4:00 AM","18,703,351","141,155,830.28"
"December 3, 2023, 8:00 AM","18,704,537","140,410,959.9"
"December 3, 2023, 12:00 PM","18,705,724","140,924,722.12"
"December 3, 2023, 4:00 PM","18,706,913","144,210,604.25"
"December 3, 2023, 8:00 PM","18,708,098","144,613,920.14"
"December 4, 2023, 12:00 AM","18,709,289","145,000,832.69"
"December 4, 2023, 4:00 AM","18,710,479","148,556,888.32"
"December 4, 2023, 8:00 AM","18,711,670","148,616,416.6"
"December 4, 2023, 12:00 PM","18,712,861","149,356,095.88"
"December 4, 2023, 4:00 PM","18,714,051","150,428,259.24"
"December 4, 2023, 8:00 PM","18,715,245","150,366,761.54"
"December 5, 2023, 12:00 AM","18,716,439","150,433,995.22"
"December 5, 2023, 4:00 AM","18,717,625","150,521,758.75"
"December 5, 2023, 8:00 AM","18,718,814","150,185,753.14"
"December 5, 2023, 12:00 PM","18,720,005","149,603,906.65"
"December 5, 2023, 4:00 PM","18,721,194","149,622,790.89"
"December 5, 2023, 8:00 PM","18,722,384","153,051,856.79"
"December 6, 2023, 12:00 AM","18,723,579","152,225,035.21"
"December 6, 2023, 4:00 AM","18,724,764","150,248,877.96"
"December 6, 2023, 8:00 AM","18,725,952","149,869,694.11"
"December 6, 2023, 12:00 PM","18,727,148","149,761,620.67"
"December 6, 2023, 4:00 PM","18,728,332","149,519,378"
"December 6, 2023, 8:00 PM","18,729,514","147,781,889.49"
"December 7, 2023, 12:00 AM","18,730,702","147,799,513.72"
"December 7, 2023, 4:00 AM","18,731,895","147,089,046.07"
"December 7, 2023, 8:00 AM","18,733,086","148,163,761.26"
"December 7, 2023, 12:00 PM","18,734,275","148,140,945.55"
"December 7, 2023, 4:00 PM","18,735,462","148,278,990.11"
"December 7, 2023, 8:00 PM","18,736,652","146,964,135.86"
"December 8, 2023, 12:00 AM","18,737,829","146,709,764.02"
"December 8, 2023, 4:00 AM","18,739,017","146,888,453.23"
"December 8, 2023, 8:00 AM","18,740,209","143,996,149.2"
"December 8, 2023, 12:00 PM","18,741,400","143,080,244.8"
"December 8, 2023, 4:00 PM","18,742,592","143,427,949.28"
"December 8, 2023, 8:00 PM","18,743,777","143,771,322.01"
"December 9, 2023, 12:00 AM","18,744,963","143,941,574.07"
"December 9, 2023, 4:00 AM","18,746,152","144,100,481.54"
"December 9, 2023, 8:00 AM","18,747,340","143,656,226.54"
"December 9, 2023, 12:00 PM","18,748,529","122,934,930.64"
"December 9, 2023, 4:00 PM","18,749,721","122,947,110.57"
"December 9, 2023, 8:00 PM","18,750,905","122,957,323.6"
"December 10, 2023, 12:00 AM","18,752,098","124,003,534.36"
"December 10, 2023, 4:00 AM","18,753,288","123,798,476.34"
"December 10, 2023, 8:00 AM","18,754,477","124,313,560.35"
"December 10, 2023, 12:00 PM","18,755,670","120,476,351.46"
"December 10, 2023, 4:00 PM","18,756,864","120,576,453.87"
"December 10, 2023, 8:00 PM","18,758,053","120,576,121.44"
"December 11, 2023, 12:00 AM","18,759,247","121,055,544.02"
"December 11, 2023, 4:00 AM","18,760,441","119,773,776.67"
"December 11, 2023, 8:00 AM","18,761,631","120,522,181.19"
"December 11, 2023, 12:00 PM","18,762,824","113,059,662.39"
"December 11, 2023, 4:00 PM","18,764,016","113,189,227.7"
"December 11, 2023, 8:00 PM","18,765,202","112,076,342.43"
"December 12, 2023, 12:00 AM","18,766,393","112,240,447.12"
"December 12, 2023, 4:00 AM","18,767,587","112,547,641.84"
"December 12, 2023, 8:00 AM","18,768,775","112,712,582.6"
"December 12, 2023, 12:00 PM","18,769,964","115,318,004.42"
"December 12, 2023, 4:00 PM","18,771,156","115,127,176.46"
"December 12, 2023, 8:00 PM","18,772,344","116,045,324.98"
"December 13, 2023, 12:00 AM","18,773,539","115,409,808.39"
"December 13, 2023, 4:00 AM","18,774,733","114,985,653.02"
"December 13, 2023, 8:00 AM","18,775,921","115,381,900.45"
"December 13, 2023, 12:00 PM","18,777,111","115,072,323.74"
"December 13, 2023, 4:00 PM","18,778,297","116,215,423.45"
"December 13, 2023, 8:00 PM","18,779,484","116,597,256.28"
"December 14, 2023, 12:00 AM","18,780,676","116,903,198.32"
"December 14, 2023, 4:00 AM","18,781,866","116,346,106.14"
"December 14, 2023, 8:00 AM","18,783,051","116,390,516.19"
"December 14, 2023, 12:00 PM","18,784,243","117,627,838.88"
"December 14, 2023, 4:00 PM","18,785,426","116,804,075.32"
"December 14, 2023, 8:00 PM","18,786,616","116,770,457.12"
"December 15, 2023, 12:00 AM","18,787,804","117,074,250.29"
"December 15, 2023, 4:00 AM","18,788,995","117,079,307.63"
"December 15, 2023, 8:00 AM","18,790,187","115,774,200.61"
"December 15, 2023, 12:00 PM","18,791,378","117,598,007.8"
"December 15, 2023, 4:00 PM","18,792,564","116,564,613.33"
"December 15, 2023, 8:00 PM","18,793,753","117,152,072.01"
"December 16, 2023, 12:00 AM","18,794,938","115,890,315.17"
"December 16, 2023, 4:00 AM","18,796,120","116,897,358.16"
"December 16, 2023, 8:00 AM","18,797,297","117,012,379.76"
"December 16, 2023, 12:00 PM","18,798,488","117,062,818.72"
"December 16, 2023, 4:00 PM","18,799,673","117,132,393.84"
"December 16, 2023, 8:00 PM","18,800,857","117,177,689.5"
"December 17, 2023, 12:00 AM","18,802,046","116,963,155.71"
"December 17, 2023, 4:00 AM","18,803,234","116,873,041.58"
"December 17, 2023, 8:00 AM","18,804,423","117,012,520.95"
"December 17, 2023, 12:00 PM","18,805,604","116,448,041"
"December 17, 2023, 4:00 PM","18,806,794","116,775,199.52"
"December 17, 2023, 8:00 PM","18,807,978","117,105,409.12"
"December 18, 2023, 12:00 AM","18,809,168","116,356,066.22"
"December 18, 2023, 4:00 AM","18,810,359","115,623,603.77"
"December 18, 2023, 8:00 AM","18,811,550","115,868,944.34"
"December 18, 2023, 12:00 PM","18,812,736","115,216,188.35"
"December 18, 2023, 4:00 PM","18,813,920","106,561,113.1"
"December 18, 2023, 8:00 PM","18,815,109","103,527,732.02"
"December 19, 2023, 12:00 AM","18,816,304","104,265,769.46"
"December 19, 2023, 4:00 AM","18,817,492","103,285,749.07"
"December 19, 2023, 8:00 AM","18,818,673","103,430,908.55"
"December 19, 2023, 12:00 PM","18,819,857","103,428,561.19"
"December 19, 2023, 4:00 PM","18,821,042","102,002,234.37"
"December 19, 2023, 8:00 PM","18,822,231","102,749,106.32"
"December 20, 2023, 12:00 AM","18,823,418","102,855,956.37"
"December 20, 2023, 4:00 AM","18,824,603","103,522,923.33"
"December 20, 2023, 8:00 AM","18,825,792","103,679,190.13"
"December 20, 2023, 12:00 PM","18,826,981","103,079,079.11"
"December 20, 2023, 4:00 PM","18,828,174","103,652,060.79"
"December 20, 2023, 8:00 PM","18,829,352","101,976,900.54"
"December 21, 2023, 12:00 AM","18,830,534","104,364,705.46"
"December 21, 2023, 4:00 AM","18,831,727","104,320,930.44"
"December 21, 2023, 8:00 AM","18,832,916","104,367,909.99"
"December 21, 2023, 12:00 PM","18,834,100","103,702,669.53"
"December 21, 2023, 4:00 PM","18,835,292","103,989,301.42"
"December 21, 2023, 8:00 PM","18,836,484","104,028,908.98"
"December 22, 2023, 12:00 AM","18,837,678","104,054,754.64"
"December 22, 2023, 4:00 AM","18,838,868","104,851,386.97"
"December 22, 2023, 8:00 AM","18,840,057","103,705,475.37"
"December 22, 2023, 12:00 PM","18,841,244","104,201,739.72"
"December 22, 2023, 4:00 PM","18,842,434","105,278,119.42"
"December 22, 2023, 8:00 PM","18,843,623","105,138,789.4"
"December 23, 2023, 12:00 AM","18,844,809","105,176,443.37"
"December 23, 2023, 4:00 AM","18,845,999","105,180,274.71"
"December 23, 2023, 8:00 AM","18,847,184","105,180,905.57"
"December 23, 2023, 12:00 PM","18,848,375","105,097,240.64"
"December 23, 2023, 4:00 PM","18,849,561","105,111,550.17"
"December 23, 2023, 8:00 PM","18,850,753","105,107,405.29"
"December 24, 2023, 12:00 AM","18,851,936","105,170,997.92"
"December 24, 2023, 4:00 AM","18,853,115","105,195,020.01"
"December 24, 2023, 8:00 AM","18,854,297","105,094,799.51"
"December 24, 2023, 12:00 PM","18,855,484","103,746,717.56"
"December 24, 2023, 4:00 PM","18,856,675","104,236,620.38"
"December 24, 2023, 8:00 PM","18,857,860","104,275,830.47"
"December 25, 2023, 12:00 AM","18,859,051","104,027,124.96"
"December 25, 2023, 4:00 AM","18,860,238","103,329,173.59"
"December 25, 2023, 8:00 AM","18,861,429","103,254,341.17"
"December 25, 2023, 12:00 PM","18,862,608","103,101,172.43"
"December 25, 2023, 4:00 PM","18,863,785","103,041,026.61"
"December 25, 2023, 8:00 PM","18,864,974","103,044,276.83"
"December 26, 2023, 12:00 AM","18,866,157","103,096,063.07"
"December 26, 2023, 4:00 AM","18,867,345","103,030,417.39"
"December 26, 2023, 8:00 AM","18,868,537","103,919,977.82"
"December 26, 2023, 12:00 PM","18,869,731","103,388,860.45"
"December 26, 2023, 4:00 PM","18,870,922","103,384,251.59"
"December 26, 2023, 8:00 PM","18,872,105","103,280,811.78"
"December 27, 2023, 12:00 AM","18,873,299","103,302,005.18"
"December 27, 2023, 4:00 AM","18,874,484","103,651,556.58"
"December 27, 2023, 8:00 AM","18,875,671","103,628,097.12"
"December 27, 2023, 12:00 PM","18,876,857","103,268,986.68"
"December 27, 2023, 4:00 PM","18,878,044","103,633,301.34"
"December 27, 2023, 8:00 PM","18,879,230","103,568,842.14"
"December 28, 2023, 12:00 AM","18,880,407","103,711,418.78"
"December 28, 2023, 4:00 AM","18,881,596","103,855,450.37"
"December 28, 2023, 8:00 AM","18,882,785","103,972,743.72"
"December 28, 2023, 12:00 PM","18,883,971","104,168,843.81"
"December 28, 2023, 4:00 PM","18,885,156","102,184,609.89"
"December 28, 2023, 8:00 PM","18,886,340","102,330,580.08"
"December 29, 2023, 12:00 AM","18,887,535","102,278,757.14"
"December 29, 2023, 4:00 AM","18,888,721","102,566,022.22"
"December 29, 2023, 8:00 AM","18,889,913","102,784,949.91"
"December 29, 2023, 12:00 PM","18,891,097","102,777,991.57"
"December 29, 2023, 4:00 PM","18,892,282","102,472,358.83"
"December 29, 2023, 8:00 PM","18,893,464","102,463,066.69"
"December 30, 2023, 12:00 AM","18,894,650","101,866,333.37"
"December 30, 2023, 4:00 AM","18,895,831","101,840,783.81"
"December 30, 2023, 8:00 AM","18,897,012","101,949,351.59"
"December 30, 2023, 12:00 PM","18,898,194","101,666,727.5"
"December 30, 2023, 4:00 PM","18,899,378","101,622,330.52"
"December 30, 2023, 8:00 PM","18,900,570","101,625,661.63"
"December 31, 2023, 12:00 AM","18,901,758","101,865,976.16"
"December 31, 2023, 4:00 AM","18,902,945","101,891,697.26"
"December 31, 2023, 8:00 AM","18,904,132","102,006,464.24"
"December 31, 2023, 12:00 PM","18,905,321","102,126,017.32"
"December 31, 2023, 4:00 PM","18,906,509","102,194,948.72"
"December 31, 2023, 8:00 PM","18,907,699","102,173,879.26"
"January 1, 2024, 12:00 AM","18,908,895","102,484,244.06"
"January 1, 2024, 4:00 AM","18,910,078","102,517,646.74"
"January 1, 2024, 8:00 AM","18,911,265","102,533,420.71"
"January 1, 2024, 12:00 PM","18,912,443","102,707,277.03"
"January 1, 2024, 4:00 PM","18,913,628","103,332,596.16"
"January 1, 2024, 8:00 PM","18,914,816","103,337,594.9"
"January 2, 2024, 12:00 AM","18,916,002","103,288,322.08"
"January 2, 2024, 4:00 AM","18,917,189","103,370,391.39"
"January 2, 2024, 8:00 AM","18,918,374","103,386,518.51"
"January 2, 2024, 12:00 PM","18,919,558","103,224,866.35"
"January 2, 2024, 4:00 PM","18,920,743","103,078,305.23"
"January 2, 2024, 8:00 PM","18,921,934","103,329,849.45"
"January 3, 2024, 12:00 AM","18,923,124","103,314,175.54"
"January 3, 2024, 4:00 AM","18,924,315","103,344,242.75"
"January 3, 2024, 8:00 AM","18,925,508","103,368,388.36"
"January 3, 2024, 12:00 PM","18,926,688","103,328,732.05"
"January 3, 2024, 4:00 PM","18,927,881","96,999,221.02"
"January 3, 2024, 8:00 PM","18,929,062","95,540,174.15"
"January 4, 2024, 12:00 AM","18,930,253","95,462,907.66"
"January 4, 2024, 4:00 AM","18,931,447","95,634,594.68"
"January 4, 2024, 8:00 AM","18,932,636","95,729,491.52"
"January 4, 2024, 12:00 PM","18,933,829","95,877,592.63"
"January 4, 2024, 4:00 PM","18,935,012","95,888,914.19"
"January 4, 2024, 8:00 PM","18,936,203","95,772,674.45"
"January 5, 2024, 12:00 AM","18,937,381","95,740,237.29"
"January 5, 2024, 4:00 AM","18,938,565","95,450,858.87"
"January 5, 2024, 8:00 AM","18,939,755","95,598,049.91"
"January 5, 2024, 12:00 PM","18,940,931","95,742,006.85"
"January 5, 2024, 4:00 PM","18,942,116","95,762,734.56"
"January 5, 2024, 8:00 PM","18,943,303","95,527,045.38"
"January 6, 2024, 12:00 AM","18,944,481","95,275,202.82"
"January 6, 2024, 4:00 AM","18,945,667","95,248,766.9"
"January 6, 2024, 8:00 AM","18,946,851","95,007,456.76"
"January 6, 2024, 12:00 PM","18,948,040","95,217,807.71"
"January 6, 2024, 4:00 PM","18,949,195","95,399,352.71"
"January 6, 2024, 8:00 PM","18,950,369","100,438,815.43"
"January 7, 2024, 12:00 AM","18,951,539","100,366,072.96"
"January 7, 2024, 4:00 AM","18,952,717","100,382,813.34"
"January 7, 2024, 8:00 AM","18,953,894","100,411,475.06"
"January 7, 2024, 12:00 PM","18,955,067","100,411,865.36"
"January 7, 2024, 4:00 PM","18,956,244","100,314,761.34"
"January 7, 2024, 8:00 PM","18,957,435","100,328,400.79"
"January 8, 2024, 12:00 AM","18,958,622","100,279,060.54"
"January 8, 2024, 4:00 AM","18,959,797","100,363,025.56"
"January 8, 2024, 8:00 AM","18,960,976","100,588,905.66"
"January 8, 2024, 12:00 PM","18,962,158","100,626,115.51"
"January 8, 2024, 4:00 PM","18,963,337","100,719,775.76"
"January 8, 2024, 8:00 PM","18,964,524","99,845,283.23"
"January 9, 2024, 12:00 AM","18,965,711","99,473,889.72"
"January 9, 2024, 4:00 AM","18,966,896","99,936,707.47"
"January 9, 2024, 8:00 AM","18,968,079","99,825,889.69"
"January 9, 2024, 12:00 PM","18,969,266","99,759,580.02"
"January 9, 2024, 4:00 PM","18,970,456","99,918,272.96"
"January 9, 2024, 8:00 PM","18,971,645","99,739,540.89"
"January 10, 2024, 12:00 AM","18,972,838","99,638,364.46"
"January 10, 2024, 4:00 AM","18,974,024","99,562,612.98"
"January 10, 2024, 8:00 AM","18,975,217","99,562,941.57"
