dt,block_number,controller_debt
"October 26, 2024, 8:00 PM","21,052,044","62,213,283.4"
"October 26, 2024, 11:59 PM","21,053,236","62,217,152.5"
"October 27, 2024, 12:00 AM","21,053,237","62,217,155.73"
"October 27, 2024, 3:59 AM","21,054,430","62,223,027.39"
"October 27, 2024, 4:00 AM","21,054,433","62,223,037.1"
"October 27, 2024, 7:58 AM","21,055,623","62,226,904"
"October 27, 2024, 8:00 AM","21,055,629","62,226,923.43"
"October 27, 2024, 11:57 AM","21,056,813","62,224,135.29"
"October 27, 2024, 12:00 PM","21,056,824","62,224,171.48"
"October 27, 2024, 3:59 PM","21,058,015","62,210,553.67"
"October 27, 2024, 4:00 PM","21,058,018","62,210,563.57"
"October 27, 2024, 7:57 PM","21,059,205","62,284,486.48"
"October 27, 2024, 8:00 PM","21,059,216","62,284,522.75"
"October 27, 2024, 11:59 PM","21,060,409","62,288,466.09"
"October 28, 2024, 12:00 AM","21,060,413","62,288,479.28"
"October 28, 2024, 3:58 AM","21,061,601","62,292,416.03"
"October 28, 2024, 4:00 AM","21,061,607","62,292,435.81"
"October 28, 2024, 7:56 AM","21,062,781","62,236,075.73"
"October 28, 2024, 8:00 AM","21,062,797","62,174,705.3"
"October 28, 2024, 11:55 AM","21,063,970","62,126,376.21"
"October 28, 2024, 12:00 PM","21,063,991","62,126,444.63"
"October 28, 2024, 3:58 PM","21,065,176","62,130,328.27"
"October 28, 2024, 4:00 PM","21,065,184","62,130,354.33"
"October 28, 2024, 7:57 PM","21,066,366","62,138,525.04"
"October 28, 2024, 8:00 PM","21,066,378","62,138,564.17"
"October 28, 2024, 11:59 PM","21,067,570","62,141,433.05"
"October 29, 2024, 12:00 AM","21,067,571","62,141,436.31"
"October 29, 2024, 3:59 AM","21,068,764","62,078,590.99"
"October 29, 2024, 4:00 AM","21,068,766","62,078,597.5"
"October 29, 2024, 7:57 AM","21,069,945","62,415,568.28"
"October 29, 2024, 8:00 AM","21,069,956","62,415,605.07"
"October 29, 2024, 11:58 AM","21,071,143","62,359,116.63"
"October 29, 2024, 12:00 PM","21,071,151","62,359,143.75"
"October 29, 2024, 3:59 PM","21,072,344","62,368,500.76"
"October 29, 2024, 4:00 PM","21,072,346","62,368,507.54"
"October 29, 2024, 7:58 PM","21,073,536","62,415,400.91"
"October 29, 2024, 8:00 PM","21,073,543","62,415,425.41"
"October 29, 2024, 11:59 PM","21,074,738","62,359,767.25"
"October 30, 2024, 12:00 AM","21,074,739","62,359,770.75"
"October 30, 2024, 3:58 AM","21,075,925","62,363,931.1"
"October 30, 2024, 4:00 AM","21,075,935","62,363,966.06"
"October 30, 2024, 7:57 AM","21,077,114","62,356,001.82"
"October 30, 2024, 8:00 AM","21,077,127","62,356,049.68"
"October 30, 2024, 11:56 AM","21,078,300","62,379,197.22"
"October 30, 2024, 12:00 PM","21,078,316","62,379,252.8"
"October 30, 2024, 3:58 PM","21,079,494","62,044,960.18"
"October 30, 2024, 4:00 PM","21,079,503","62,044,990.44"
"October 30, 2024, 7:58 PM","21,080,692","61,982,293.08"
"October 30, 2024, 8:00 PM","21,080,700","61,982,319.54"
"October 30, 2024, 11:57 PM","21,081,882","60,484,932.42"
"October 31, 2024, 12:00 AM","21,081,895","60,484,975.59"
"October 31, 2024, 3:58 AM","21,083,084","60,488,945.36"
"October 31, 2024, 4:00 AM","21,083,091","60,488,968.89"
"October 31, 2024, 7:58 AM","21,084,272","60,491,111.65"
"October 31, 2024, 8:00 AM","21,084,280","60,491,138.91"
"October 31, 2024, 11:59 AM","21,085,474","60,519,201.78"
"October 31, 2024, 12:00 PM","21,085,478","60,519,215.32"
"October 31, 2024, 3:57 PM","21,086,662","60,488,314.22"
"October 31, 2024, 4:00 PM","21,086,676","60,488,360.7"
"October 31, 2024, 7:57 PM","21,087,862","60,485,730.13"
"October 31, 2024, 8:00 PM","21,087,874","60,485,769.49"
"October 31, 2024, 11:59 PM","21,089,064","60,484,403.71"
"November 1, 2024, 12:00 AM","21,089,069","60,484,420.07"
"November 1, 2024, 3:59 AM","21,090,261","60,464,391.79"
"November 1, 2024, 4:00 AM","21,090,265","60,464,404.98"
"November 1, 2024, 7:59 AM","21,091,459","60,468,050.35"
"November 1, 2024, 8:00 AM","21,091,461","60,468,056.99"
"November 1, 2024, 11:59 AM","21,092,655","60,482,609.58"
"November 1, 2024, 12:00 PM","21,092,656","60,482,612.99"
"November 1, 2024, 3:59 PM","21,093,847","60,476,170.05"
"November 1, 2024, 4:00 PM","21,093,852","60,476,188.07"
"November 1, 2024, 7:59 PM","21,095,047","60,490,577.99"
"November 1, 2024, 8:00 PM","21,095,048","60,490,581.7"
"November 1, 2024, 11:59 PM","21,096,238","60,599,878.34"
"November 2, 2024, 12:00 AM","21,096,239","60,599,881.95"
"November 2, 2024, 3:57 AM","21,097,421","60,601,671.22"
"November 2, 2024, 4:00 AM","21,097,433","60,601,714.75"
"November 2, 2024, 7:57 AM","21,098,614","60,606,021.28"
"November 2, 2024, 8:00 AM","21,098,627","60,606,068.45"
"November 2, 2024, 11:58 AM","21,099,806","60,612,961.57"
"November 2, 2024, 12:00 PM","21,099,816","60,612,997.8"
"November 2, 2024, 3:58 PM","21,101,002","60,615,077.94"
"November 2, 2024, 4:00 PM","21,101,008","60,615,099.43"
"November 2, 2024, 7:58 PM","21,102,197","60,619,376.55"
"November 2, 2024, 8:00 PM","21,102,203","60,619,398.04"
"November 2, 2024, 11:59 PM","21,103,389","60,622,886.93"
"November 3, 2024, 12:00 AM","21,103,393","60,622,901.24"
"November 3, 2024, 3:59 AM","21,104,580","60,647,199.25"
"November 3, 2024, 4:00 AM","21,104,582","60,647,206.42"
"November 3, 2024, 7:59 AM","21,105,774","60,701,490.36"
"November 3, 2024, 8:00 AM","21,105,777","60,701,501.1"
"November 3, 2024, 11:58 AM","21,106,970","60,660,162.04"
"November 3, 2024, 12:00 PM","21,106,976","60,670,183.52"
"November 3, 2024, 3:58 PM","21,108,161","60,704,459.28"
"November 3, 2024, 4:00 PM","21,108,167","60,704,480.78"
"November 3, 2024, 7:58 PM","21,109,352","60,735,487.84"
"November 3, 2024, 8:00 PM","21,109,362","60,735,523.25"
"November 3, 2024, 11:59 PM","21,110,559","60,739,600.14"
"November 4, 2024, 12:00 AM","21,110,560","60,739,603.68"
"November 4, 2024, 3:58 AM","21,111,745","61,189,275.75"
"November 4, 2024, 4:00 AM","21,111,752","61,189,301.17"
"November 4, 2024, 7:58 AM","21,112,942","60,965,652.4"
"November 4, 2024, 8:00 AM","21,112,951","60,965,685.4"
"November 4, 2024, 11:57 AM","21,114,130","61,004,033.91"
"November 4, 2024, 12:00 PM","21,114,143","61,004,081.52"
"November 4, 2024, 3:57 PM","21,115,329","60,519,870.47"
"November 4, 2024, 4:00 PM","21,115,341","60,519,913.84"
"November 4, 2024, 7:59 PM","21,116,528","61,018,050.57"
"November 4, 2024, 8:00 PM","21,116,533","61,018,068.88"
"November 4, 2024, 11:58 PM","21,117,723","61,013,296.37"
"November 5, 2024, 12:00 AM","21,117,729","61,013,317.97"
"November 5, 2024, 3:57 AM","21,118,909","61,017,593.66"
"November 5, 2024, 4:00 AM","21,118,920","61,017,636.85"
"November 5, 2024, 7:57 AM","21,120,101","61,049,735.28"
"November 5, 2024, 8:00 AM","21,120,114","61,049,781.66"
"November 5, 2024, 11:58 AM","21,121,301","61,002,411.77"
"November 5, 2024, 12:00 PM","21,121,308","61,002,436.94"
"November 5, 2024, 3:59 PM","21,122,499","61,038,707.84"
"November 5, 2024, 4:00 PM","21,122,503","61,038,722.32"
"November 5, 2024, 7:57 PM","21,123,683","61,036,742.57"
"November 5, 2024, 8:00 PM","21,123,695","61,036,785.81"
"November 5, 2024, 11:57 PM","21,124,875","61,041,060.03"
"November 6, 2024, 12:00 AM","21,124,889","61,041,110.48"
"November 6, 2024, 3:59 AM","21,126,083","61,045,431.55"
"November 6, 2024, 4:00 AM","21,126,084","61,045,435.16"
"November 6, 2024, 7:58 AM","21,127,270","61,477,585.11"
"November 6, 2024, 8:00 AM","21,127,279","61,477,625.44"
"November 6, 2024, 11:58 AM","21,128,459","61,547,258.58"
"November 6, 2024, 12:00 PM","21,128,469","61,547,304.01"
"November 6, 2024, 3:57 PM","21,129,649","61,622,900.03"
"November 6, 2024, 4:00 PM","21,129,661","61,622,957.58"
"November 6, 2024, 7:59 PM","21,130,857","62,084,329.21"
"November 6, 2024, 8:00 PM","21,130,859","62,084,339.55"
"November 6, 2024, 11:59 PM","21,132,047","63,036,207.12"
"November 7, 2024, 12:00 AM","21,132,051","63,036,230.13"
"November 7, 2024, 3:58 AM","21,133,238","63,979,356.13"
"November 7, 2024, 4:00 AM","21,133,247","63,979,432.22"
"November 7, 2024, 7:59 AM","21,134,437","63,832,219.94"
"November 7, 2024, 8:00 AM","21,134,441","63,832,253.01"
"November 7, 2024, 11:59 AM","21,135,634","63,800,024.18"
"November 7, 2024, 12:00 PM","21,135,635","63,800,031.95"
"November 7, 2024, 3:59 PM","21,136,823","63,820,171.24"
"November 7, 2024, 4:00 PM","21,136,824","63,820,178.83"
"November 7, 2024, 7:57 PM","21,138,002","64,012,255.06"
"November 7, 2024, 8:00 PM","21,138,017","64,026,855.46"
"November 7, 2024, 11:58 PM","21,139,200","64,176,005.61"
"November 8, 2024, 12:00 AM","21,139,210","64,176,066.64"
"November 8, 2024, 3:57 AM","21,140,382","64,215,533.63"
"November 8, 2024, 4:00 AM","21,140,393","64,215,604.42"
"November 8, 2024, 7:59 AM","21,141,585","64,346,299.24"
"November 8, 2024, 8:00 AM","21,141,586","64,346,305.53"
"November 8, 2024, 11:57 AM","21,142,769","66,202,189.18"
"November 8, 2024, 12:00 PM","21,142,783","66,202,318.19"
"November 8, 2024, 3:57 PM","21,143,963","65,658,739.13"
"November 8, 2024, 4:00 PM","21,143,977","65,658,858.4"
"November 8, 2024, 7:59 PM","21,145,171","65,140,875.15"
"November 8, 2024, 8:00 PM","21,145,173","65,140,888.22"
"November 8, 2024, 11:59 PM","21,146,363","64,777,576"
"November 9, 2024, 12:00 AM","21,146,368","64,777,606.35"
"November 9, 2024, 3:57 AM","21,147,554","64,786,953"
"November 9, 2024, 4:00 AM","21,147,566","64,787,026.47"
"November 9, 2024, 7:59 AM","21,148,757","64,921,994.86"
"November 9, 2024, 8:00 AM","21,148,762","64,922,027.25"
"November 9, 2024, 11:58 AM","21,149,950","65,260,113.34"
"November 9, 2024, 12:00 PM","21,149,958","65,260,167.79"
"November 9, 2024, 3:58 PM","21,151,143","65,266,255.07"
"November 9, 2024, 4:00 PM","21,151,151","65,266,309.38"
"November 9, 2024, 7:58 PM","21,152,335","64,471,249.33"
"November 9, 2024, 8:00 PM","21,152,345","64,471,306.92"
"November 9, 2024, 11:57 PM","21,153,531","64,586,651.87"
"November 10, 2024, 12:00 AM","21,153,542","64,586,714.45"
"November 10, 2024, 3:57 AM","21,154,725","64,342,157.38"
"November 10, 2024, 4:00 AM","21,154,736","64,342,220.85"
"November 10, 2024, 7:57 AM","21,155,918","64,213,857.1"
"November 10, 2024, 8:00 AM","21,155,929","64,213,920.73"
"November 10, 2024, 11:57 AM","21,157,115","64,243,160.48"
"November 10, 2024, 12:00 PM","21,157,128","64,243,238.97"
"November 10, 2024, 3:59 PM","21,158,325","63,996,086.21"
"November 10, 2024, 4:00 PM","21,158,326","63,996,091.97"
"November 10, 2024, 7:58 PM","21,159,515","63,947,034.59"
"November 10, 2024, 8:00 PM","21,159,521","63,947,067.15"
"November 10, 2024, 11:59 PM","21,160,711","63,957,849.9"
"November 11, 2024, 12:00 AM","21,160,715","63,957,871.33"
"November 11, 2024, 3:59 AM","21,161,905","63,989,131.85"
"November 11, 2024, 4:00 AM","21,161,910","63,989,159.76"
"November 11, 2024, 7:57 AM","21,163,094","63,999,541.79"
"November 11, 2024, 8:00 AM","21,163,107","63,799,610.6"
"November 11, 2024, 11:58 AM","21,164,294","63,916,314.88"
"November 11, 2024, 12:00 PM","21,164,303","63,916,362.88"
"November 11, 2024, 3:59 PM","21,165,493","64,021,987.45"
"November 11, 2024, 4:00 PM","21,165,496","64,022,004.25"
"November 11, 2024, 7:59 PM","21,166,687","64,092,584.38"
"November 11, 2024, 8:00 PM","21,166,688","64,092,590.02"
"November 11, 2024, 11:59 PM","21,167,880","63,005,294.15"
"November 12, 2024, 12:00 AM","21,167,884","63,005,313.48"
"November 12, 2024, 3:58 AM","21,169,070","62,664,390.47"
"November 12, 2024, 4:00 AM","21,169,076","62,664,420.6"
"November 12, 2024, 7:59 AM","21,170,266","62,835,487.55"
"November 12, 2024, 8:00 AM","21,170,267","62,835,492.06"
"November 12, 2024, 11:56 AM","21,171,441","63,184,803.81"
"November 12, 2024, 12:00 PM","21,171,461","63,184,894.15"
"November 12, 2024, 3:58 PM","21,172,646","63,284,225.48"
"November 12, 2024, 4:00 PM","21,172,655","63,284,266.49"
"November 12, 2024, 7:59 PM","21,173,848","63,457,107.65"
"November 12, 2024, 8:00 PM","21,173,851","63,457,121.19"
"November 12, 2024, 11:58 PM","21,175,039","63,750,712.35"
"November 13, 2024, 12:00 AM","21,175,046","63,750,746.28"
"November 13, 2024, 3:53 AM","21,176,209","63,756,371.47"
"November 13, 2024, 4:00 AM","21,176,240","63,756,520.39"
"November 13, 2024, 7:58 AM","21,177,429","63,753,522.32"
"November 13, 2024, 8:00 AM","21,177,436","63,753,554.23"
"November 13, 2024, 11:59 AM","21,178,630","64,845,249.37"
"November 13, 2024, 12:00 PM","21,178,632","64,845,260.3"
"November 13, 2024, 3:59 PM","21,179,823","66,128,908.11"
"November 13, 2024, 4:00 PM","21,179,824","66,128,916.07"
"November 13, 2024, 7:59 PM","21,181,016","66,272,584.55"
"November 13, 2024, 8:00 PM","21,181,019","66,272,607.68"
"November 13, 2024, 11:58 PM","21,182,206","66,311,098.74"
"November 14, 2024, 12:00 AM","21,182,213","66,311,152.09"
"November 14, 2024, 3:58 AM","21,183,398","66,228,858.75"
"November 14, 2024, 4:00 AM","21,183,405","66,228,912.71"
"November 14, 2024, 7:59 AM","21,184,598","66,198,257.31"
"November 14, 2024, 8:00 AM","21,184,601","66,198,280.36"
"November 14, 2024, 11:57 AM","21,185,781","66,253,852.25"
"November 14, 2024, 12:00 PM","21,185,793","66,253,947.23"
"November 14, 2024, 3:58 PM","21,186,979","66,219,876.93"
"November 14, 2024, 4:00 PM","21,186,986","66,188,284.96"
"November 14, 2024, 7:59 PM","21,188,178","66,187,236.13"
"November 14, 2024, 8:00 PM","21,188,179","66,187,243.75"
"November 14, 2024, 11:57 PM","21,189,359","66,191,866.22"
"November 15, 2024, 12:00 AM","21,189,372","66,191,968.68"
"November 15, 2024, 3:59 AM","21,190,567","66,200,761.68"
"November 15, 2024, 4:00 AM","21,190,568","66,200,769.1"
"November 15, 2024, 7:59 AM","21,191,756","66,088,155.03"
"November 15, 2024, 8:00 AM","21,191,761","66,088,190.17"
"November 15, 2024, 11:59 AM","21,192,951","66,072,791.76"
"November 15, 2024, 12:00 PM","21,192,956","66,072,827.95"
"November 15, 2024, 3:59 PM","21,194,147","66,115,304.73"
"November 15, 2024, 4:00 PM","21,194,148","66,115,311.9"
"November 15, 2024, 7:58 PM","21,195,331","66,142,326.59"
"November 15, 2024, 8:00 PM","21,195,339","66,142,381.84"
"November 15, 2024, 11:58 PM","21,196,523","66,156,164.22"
"November 16, 2024, 12:00 AM","21,196,532","66,156,226.39"
"November 16, 2024, 3:58 AM","21,197,717","66,164,446.51"
"November 16, 2024, 4:00 AM","21,197,727","66,164,515.59"
"November 16, 2024, 7:59 AM","21,198,920","66,142,670.63"
"November 16, 2024, 8:00 AM","21,198,922","66,142,685.65"
"November 16, 2024, 11:57 AM","21,200,104","65,793,199.34"
"November 16, 2024, 12:00 PM","21,200,117","65,793,295.86"
"November 16, 2024, 3:58 PM","21,201,301","65,804,416.41"
"November 16, 2024, 4:00 PM","21,201,311","65,804,486.07"
"November 16, 2024, 7:59 PM","21,202,507","65,582,908.39"
"November 16, 2024, 8:00 PM","21,202,508","65,582,915.11"
"November 16, 2024, 11:58 PM","21,203,698","65,828,786.59"
"November 17, 2024, 12:00 AM","21,203,704","65,828,822.75"
"November 17, 2024, 3:58 AM","21,204,889","65,835,993.53"
"November 17, 2024, 4:00 AM","21,204,899","65,836,053.78"
"November 17, 2024, 7:57 AM","21,206,081","65,857,186.03"
"November 17, 2024, 8:00 AM","21,206,092","65,857,257.95"
"November 17, 2024, 11:57 AM","21,207,274","65,964,120.74"
"November 17, 2024, 12:00 PM","21,207,286","65,964,189.01"
"November 17, 2024, 3:58 PM","21,208,473","66,022,550.44"
"November 17, 2024, 4:00 PM","21,208,482","66,022,608.94"
"November 17, 2024, 7:58 PM","21,209,666","66,081,945.53"
"November 17, 2024, 8:00 PM","21,209,676","66,082,006.59"
"November 17, 2024, 11:57 PM","21,210,864","65,938,992.96"
"November 18, 2024, 12:00 AM","21,210,875","65,939,055.67"
"November 18, 2024, 3:59 AM","21,212,069","65,945,886.19"
"November 18, 2024, 4:00 AM","21,212,071","65,945,897.59"
"November 18, 2024, 7:57 AM","21,213,254","65,906,034.39"
"November 18, 2024, 8:00 AM","21,213,267","65,906,107.75"
"November 18, 2024, 11:58 AM","21,214,455","65,905,938.85"
"November 18, 2024, 12:00 PM","21,214,463","65,905,984.96"
"November 18, 2024, 3:57 PM","21,215,646","65,917,260.81"
"November 18, 2024, 4:00 PM","21,215,657","65,917,326.21"
"November 18, 2024, 7:58 PM","21,216,844","65,876,587.54"
"November 18, 2024, 8:00 PM","21,216,853","65,876,645.19"
"November 18, 2024, 11:59 PM","21,218,048","65,871,674.6"
"November 19, 2024, 12:00 AM","21,218,050","65,871,687.31"
"November 19, 2024, 3:59 AM","21,219,244","65,833,397.58"
"November 19, 2024, 4:00 AM","21,219,246","65,833,409.96"
"November 19, 2024, 7:57 AM","21,220,429","65,880,647.83"
"November 19, 2024, 8:00 AM","21,220,441","65,880,721.43"
"November 19, 2024, 11:58 AM","21,221,628","65,905,907.39"
"November 19, 2024, 12:00 PM","21,221,638","65,905,968.12"
"November 19, 2024, 3:59 PM","21,222,828","65,919,099.47"
"November 19, 2024, 4:00 PM","21,222,833","65,919,129.3"
"November 19, 2024, 7:59 PM","21,224,028","65,910,742.52"
"November 19, 2024, 8:00 PM","21,224,031","65,910,759.39"
"November 19, 2024, 11:59 PM","21,225,224","65,886,668.67"
"November 20, 2024, 12:00 AM","21,225,226","65,886,680.04"
"November 20, 2024, 12:02 AM","21,225,240","50,405,145.01"
"November 20, 2024, 3:57 AM","21,226,407","65,903,444.42"
"November 20, 2024, 4:00 AM","21,226,422","65,903,530.32"
"November 20, 2024, 7:58 AM","21,227,610","65,912,920.89"
"November 20, 2024, 8:00 AM","21,227,617","65,912,961.65"
"November 20, 2024, 11:58 AM","21,228,801","65,828,618.49"
"November 20, 2024, 12:00 PM","21,228,811","65,828,683.4"
"November 20, 2024, 3:59 PM","21,229,995","65,884,991.96"
"November 20, 2024, 4:00 PM","21,230,000","65,885,027"
"November 20, 2024, 7:57 PM","21,231,179","65,899,171.75"
"November 20, 2024, 8:00 PM","21,231,192","65,899,251.77"
"November 20, 2024, 11:59 PM","21,232,382","65,936,108.52"
"November 21, 2024, 12:00 AM","21,232,386","65,936,130.49"
"November 21, 2024, 3:59 AM","21,233,577","65,962,209.65"
"November 21, 2024, 4:00 AM","21,233,581","65,962,231.88"
"November 21, 2024, 7:58 AM","21,234,767","65,983,494.07"
"November 21, 2024, 8:00 AM","21,234,773","65,983,529"
"November 21, 2024, 11:57 AM","21,235,951","66,080,316.84"
"November 21, 2024, 12:00 PM","21,235,963","66,080,384.21"
"November 21, 2024, 3:56 PM","21,237,142","66,088,173.03"
"November 21, 2024, 4:00 PM","21,237,158","66,088,264.58"
"November 21, 2024, 7:57 PM","21,238,341","66,201,472.4"
"November 21, 2024, 8:00 PM","21,238,354","66,201,549.88"
"November 21, 2024, 11:58 PM","21,239,541","66,214,243.92"
"November 22, 2024, 12:00 AM","21,239,549","66,214,291.17"
"November 22, 2024, 3:58 AM","21,240,738","66,155,924.31"
"November 22, 2024, 4:00 AM","21,240,744","66,155,959.72"
"November 22, 2024, 7:59 AM","21,241,933","66,164,223.02"
"November 22, 2024, 8:00 AM","21,241,938","66,164,258.64"
"November 22, 2024, 11:59 AM","21,243,128","66,345,951.64"
"November 22, 2024, 12:00 PM","21,243,131","66,345,977.49"
"November 22, 2024, 3:57 PM","21,244,315","66,338,000.38"
"November 22, 2024, 4:00 PM","21,244,325","66,338,080.91"
"November 22, 2024, 7:57 PM","21,245,503","66,268,533.11"
"November 22, 2024, 8:00 PM","21,245,516","66,268,620.65"
"November 22, 2024, 11:58 PM","21,246,704","65,961,506.89"
"November 23, 2024, 12:00 AM","21,246,711","65,961,546.82"
"November 23, 2024, 3:59 AM","21,247,904","65,850,541.18"
"November 23, 2024, 4:00 AM","21,247,908","65,850,563.86"
"November 23, 2024, 7:58 AM","21,249,096","65,969,262.47"
"November 23, 2024, 8:00 AM","21,249,103","65,969,301.53"
"November 23, 2024, 11:55 AM","21,250,277","65,867,913.73"
"November 23, 2024, 12:00 PM","21,250,301","65,868,052.99"
"November 23, 2024, 3:54 PM","21,251,465","66,288,243.8"
"November 23, 2024, 4:00 PM","21,251,494","66,312,525.7"
"November 23, 2024, 7:55 PM","21,252,664","66,357,721.73"
"November 23, 2024, 8:00 PM","21,252,687","66,357,884.09"
"November 23, 2024, 11:55 PM","21,253,858","66,374,519.1"
"November 24, 2024, 12:00 AM","21,253,880","66,374,648.21"
"November 24, 2024, 3:56 AM","21,255,059","66,360,842.21"
"November 24, 2024, 4:00 AM","21,255,077","66,360,947.02"
"November 24, 2024, 7:55 AM","21,256,249","66,813,158.7"
"November 24, 2024, 8:00 AM","21,256,273","66,813,294.59"
"November 24, 2024, 11:55 AM","21,257,440","66,412,009.95"
"November 24, 2024, 12:00 PM","21,257,463","66,412,131.03"
"November 24, 2024, 3:57 PM","21,258,645","66,438,025.31"
"November 24, 2024, 4:00 PM","21,258,659","66,438,096.06"
"November 24, 2024, 7:57 PM","21,259,839","66,325,389.83"
"November 24, 2024, 8:00 PM","21,259,852","66,325,452.38"
"November 24, 2024, 11:54 PM","21,261,020","66,376,968.79"
"November 25, 2024, 12:00 AM","21,261,046","66,377,091.45"
"November 25, 2024, 3:55 AM","21,262,221","66,382,653.57"
"November 25, 2024, 4:00 AM","21,262,242","66,382,752.64"
"November 25, 2024, 7:59 AM","21,263,438","66,398,413.18"
"November 25, 2024, 8:00 AM","21,263,439","66,398,417.9"
"November 25, 2024, 11:55 AM","21,264,610","66,771,106.74"
"November 25, 2024, 12:00 PM","21,264,634","66,771,231.42"
"November 25, 2024, 3:57 PM","21,265,808","66,876,786.2"
"November 25, 2024, 4:00 PM","21,265,822","66,876,853.63"
"November 25, 2024, 7:59 PM","21,267,011","66,862,985.07"
"November 25, 2024, 8:00 PM","21,267,013","66,862,995.08"
"November 25, 2024, 11:57 PM","21,268,188","66,715,999.32"
"November 26, 2024, 12:00 AM","21,268,203","66,709,240.36"
"November 26, 2024, 3:57 AM","21,269,381","66,644,058.72"
"November 26, 2024, 4:00 AM","21,269,396","66,644,127.95"
"November 26, 2024, 7:59 AM","21,270,588","66,673,959.36"
"November 26, 2024, 8:00 AM","21,270,591","66,673,972.93"
"November 26, 2024, 11:58 AM","21,271,775","66,328,994.09"
"November 26, 2024, 12:00 PM","21,271,782","66,329,023.87"
"November 26, 2024, 3:56 PM","21,272,960","66,179,580.16"
"November 26, 2024, 4:00 PM","21,272,977","66,179,650.15"
"November 26, 2024, 7:59 PM","21,274,168","66,184,603.52"
"November 26, 2024, 8:00 PM","21,274,173","66,184,624.61"
"November 26, 2024, 11:58 PM","21,275,360","66,267,329.65"
"November 27, 2024, 12:00 AM","21,275,370","66,267,370.95"
"November 27, 2024, 3:57 AM","21,276,548","66,272,277.07"
"November 27, 2024, 4:00 AM","21,276,560","66,272,326.63"
"November 27, 2024, 7:58 AM","21,277,748","66,404,624.7"
"November 27, 2024, 8:00 AM","21,277,755","66,404,654.74"
"November 27, 2024, 11:59 AM","21,278,943","66,457,610.25"
"November 27, 2024, 12:00 PM","21,278,947","66,457,628.21"
"November 27, 2024, 3:56 PM","21,280,125","66,033,416.48"
"November 27, 2024, 4:00 PM","21,280,141","66,033,487.35"
"November 27, 2024, 7:59 PM","21,281,327","65,816,326.07"
"November 27, 2024, 8:00 PM","21,281,331","65,816,343.72"
"November 27, 2024, 11:58 PM","21,282,516","65,851,207.35"
"November 28, 2024, 12:00 AM","21,282,523","65,851,237.2"
"November 28, 2024, 3:59 AM","21,283,714","65,858,580.89"
"November 28, 2024, 4:00 AM","21,283,717","65,858,593.75"
"November 28, 2024, 7:59 AM","21,284,860","66,074,987.85"
"November 28, 2024, 8:00 AM","21,284,864","66,075,005.45"
"November 28, 2024, 11:59 AM","21,286,059","66,581,894.77"
"November 28, 2024, 12:00 PM","21,286,061","66,581,903.86"
"November 28, 2024, 3:58 PM","21,287,243","65,622,060.35"
"November 28, 2024, 4:00 PM","21,287,250","65,622,089.93"
"November 28, 2024, 7:56 PM","21,288,425","65,656,002.06"
"November 28, 2024, 8:00 PM","21,288,442","65,656,074.25"
"November 28, 2024, 11:57 PM","21,289,620","65,635,341.77"
"November 29, 2024, 12:00 AM","21,289,633","65,635,396.19"
"November 29, 2024, 3:57 AM","21,290,816","65,640,006.67"
"November 29, 2024, 4:00 AM","21,290,830","65,640,061.1"
"November 29, 2024, 7:58 AM","21,292,009","65,697,189.04"
"November 29, 2024, 8:00 AM","21,292,019","65,697,228.49"
"November 29, 2024, 11:57 AM","21,293,201","65,785,946.52"
"November 29, 2024, 12:00 PM","21,293,212","65,785,991.13"
"November 29, 2024, 3:57 PM","21,294,389","65,892,702.36"
"November 29, 2024, 4:00 PM","21,294,400","65,892,750.33"
"November 29, 2024, 7:56 PM","21,295,576","65,897,913.55"
"November 29, 2024, 8:00 PM","21,295,592","65,897,983.32"
"November 29, 2024, 11:57 PM","21,296,764","68,117,615.24"
"November 30, 2024, 12:00 AM","21,296,778","68,117,702.04"
"November 30, 2024, 3:59 AM","21,297,966","68,127,098.11"
"November 30, 2024, 4:00 AM","21,297,969","68,127,114.84"
"November 30, 2024, 7:56 AM","21,299,146","68,147,145.33"
"November 30, 2024, 8:00 AM","21,299,162","68,147,233.62"
"November 30, 2024, 11:58 AM","21,300,346","68,187,453.64"
"November 30, 2024, 12:00 PM","21,300,353","68,187,488.61"
"November 30, 2024, 12:02 PM","21,300,363","5,160,477.22"
"November 30, 2024, 3:59 PM","21,301,545","68,223,371.83"
"November 30, 2024, 4:00 PM","21,301,546","68,223,376.88"
"November 30, 2024, 7:56 PM","21,302,722","68,091,477.91"
"November 30, 2024, 8:00 PM","21,302,739","68,114,556.76"
"November 30, 2024, 11:57 PM","21,303,919","68,120,589.98"
"December 1, 2024, 12:00 AM","21,303,934","68,120,660.1"
"December 1, 2024, 3:59 AM","21,305,129","68,167,951.26"
"December 1, 2024, 4:00 AM","21,305,131","68,167,960.6"
"December 1, 2024, 7:59 AM","21,306,322","68,292,291.21"
"December 1, 2024, 8:00 AM","21,306,325","68,292,305"
"December 1, 2024, 11:57 AM","21,307,504","68,302,781.73"
"December 1, 2024, 12:00 PM","21,307,518","68,302,846.54"
"December 1, 2024, 3:56 PM","21,308,700","68,406,790.22"
"December 1, 2024, 4:00 PM","21,308,716","68,406,866.65"
"December 1, 2024, 7:59 PM","21,309,905","68,931,867.35"
"December 1, 2024, 8:00 PM","21,309,909","68,931,886.71"
"December 1, 2024, 11:57 PM","21,311,091","68,937,776.48"
"December 2, 2024, 12:00 AM","21,311,106","68,937,852.32"
