dt,block_number,keeper_debt
"March 9, 2025, 9:59 PM","22,012,151","14,778,289.06"
"March 9, 2025, 10:53 PM","22,012,420","14,626,109.7"
"March 10, 2025, 1:08 AM","22,013,093","14,626,109.7"
"March 10, 2025, 1:08 AM","22,013,093","14,626,109.7"
"March 10, 2025, 1:08 AM","22,013,093","14,626,109.7"
"March 10, 2025, 9:09 PM","22,019,059","14,626,109.7"
"March 10, 2025, 11:28 PM","22,019,751","14,614,424.68"
"March 11, 2025, 12:06 AM","22,019,940","14,409,127.27"
"March 11, 2025, 12:08 AM","22,019,948","14,011,206.61"
"March 11, 2025, 12:08 AM","22,019,950","13,692,870.08"
"March 11, 2025, 12:08 AM","22,019,952","13,438,200.86"
"March 11, 2025, 12:09 AM","22,019,953","13,234,465.48"
"March 11, 2025, 12:11 AM","22,019,965","13,054,853.51"
"March 11, 2025, 5:24 AM","22,021,524","12,903,611.79"
"March 11, 2025, 5:29 AM","22,021,551","12,764,011.69"
"March 11, 2025, 5:39 AM","22,021,601","12,586,381.14"
"March 11, 2025, 5:40 AM","22,021,603","12,444,276.69"
"March 11, 2025, 6:06 AM","22,021,734","12,303,481.64"
"March 11, 2025, 8:33 AM","22,022,462","12,161,187.54"
"March 11, 2025, 8:54 AM","22,022,567","12,033,053.93"
"March 11, 2025, 10:00 AM","22,022,894","11,895,412.71"
"March 11, 2025, 10:41 AM","22,023,094","11,651,352.98"
"March 11, 2025, 10:41 AM","22,023,096","11,456,105.19"
"March 11, 2025, 10:41 AM","22,023,098","11,280,487.47"
"March 11, 2025, 10:42 AM","22,023,100","11,139,223.63"
"March 11, 2025, 10:47 AM","22,023,128","10,991,602.19"
"March 11, 2025, 11:23 AM","22,023,306","10,853,384.06"
"March 11, 2025, 12:20 PM","22,023,588","10,709,409"
"March 11, 2025, 11:27 PM","22,026,902","10,693,400.12"
"March 12, 2025, 3:24 AM","22,028,082","10,564,283.73"
"March 12, 2025, 3:28 AM","22,028,103","10,437,310.38"
"March 12, 2025, 3:32 AM","22,028,122","10,306,706.87"
"March 12, 2025, 3:59 AM","22,028,253","10,179,067.29"
"March 12, 2025, 3:03 PM","22,031,558","10,168,359.67"
"March 13, 2025, 11:01 AM","22,037,514","10,159,748.81"
"March 13, 2025, 3:34 PM","22,038,872","10,152,856.12"
"March 14, 2025, 12:51 AM","22,041,653","10,130,893.06"
"March 14, 2025, 1:34 AM","22,041,864","10,108,297.41"
"March 14, 2025, 1:29 PM","22,045,421","9,974,956.03"
"March 14, 2025, 1:41 PM","22,045,479","9,841,673.46"
"March 14, 2025, 1:47 PM","22,045,511","9,716,231.55"
"March 14, 2025, 2:00 PM","22,045,573","9,589,998.6"
"March 14, 2025, 2:26 PM","22,045,702","9,448,254.46"
"March 14, 2025, 2:41 PM","22,045,776","9,295,497.39"
"March 14, 2025, 2:47 PM","22,045,807","9,159,479.99"
"March 14, 2025, 3:45 PM","22,046,097","8,996,278.64"
"March 14, 2025, 4:06 PM","22,046,199","8,854,531.73"
"March 14, 2025, 4:24 PM","22,046,289","8,723,196.86"
"March 14, 2025, 4:24 PM","22,046,289","8,714,302.27"
"March 14, 2025, 5:03 PM","22,046,483","8,571,754.13"
"March 14, 2025, 5:17 PM","22,046,553","8,448,188.73"
"March 14, 2025, 5:55 PM","22,046,744","8,327,105.07"
"March 15, 2025, 7:05 PM","22,054,262","8,210,940.55"
"March 15, 2025, 7:07 PM","22,054,272","8,058,948.06"
"March 15, 2025, 7:08 PM","22,054,275","7,937,354.07"
"March 15, 2025, 11:13 PM","22,055,490","7,829,974.86"
"March 16, 2025, 3:54 AM","22,056,888","7,695,781.45"
"March 16, 2025, 5:40 AM","22,057,416","7,581,112.17"
"March 16, 2025, 8:19 PM","22,061,788","7,691,434.88"
"March 16, 2025, 8:20 PM","22,061,790","7,695,969.49"
"March 16, 2025, 10:01 PM","22,062,294","7,785,217.26"
"March 17, 2025, 1:04 AM","22,063,205","7,785,217.26"
"March 17, 2025, 1:04 AM","22,063,205","7,785,217.26"
"March 17, 2025, 2:02 PM","22,067,081","7,796,523.67"
"March 18, 2025, 1:52 PM","22,074,181","7,917,702.52"
"March 18, 2025, 9:23 PM","22,076,419","8,032,439.9"
"March 18, 2025, 10:33 PM","22,076,767","8,143,948.53"
"March 19, 2025, 8:59 AM","22,079,878","8,260,269.89"
"March 19, 2025, 9:21 AM","22,079,992","8,407,267.33"
"March 19, 2025, 9:22 AM","22,079,994","8,516,858.94"
"March 19, 2025, 9:32 AM","22,080,043","8,631,858.33"
"March 19, 2025, 9:32 AM","22,080,045","8,764,456.77"
"March 19, 2025, 9:32 AM","22,080,047","8,870,535.52"
"March 19, 2025, 10:42 AM","22,080,391","8,957,650.04"
"March 19, 2025, 6:40 PM","22,082,759","9,070,115.37"
"March 19, 2025, 6:48 PM","22,082,800","9,240,796.45"
"March 19, 2025, 6:48 PM","22,082,802","9,377,341.32"
"March 19, 2025, 6:49 PM","22,082,804","9,486,577.21"
"March 19, 2025, 6:52 PM","22,082,819","9,692,060.97"
"March 19, 2025, 6:52 PM","22,082,821","9,856,447.98"
"March 19, 2025, 6:53 PM","22,082,825","9,987,957.58"
"March 19, 2025, 7:04 PM","22,082,882","10,088,658.55"
"March 19, 2025, 7:46 PM","22,083,088","10,166,645.88"
"March 20, 2025, 5:21 AM","22,085,949","10,270,000.75"
"March 20, 2025, 8:11 AM","22,086,794","10,380,525.86"
"March 20, 2025, 9:30 AM","22,087,187","10,506,563.82"
"March 20, 2025, 9:48 AM","22,087,277","10,622,923.62"
"March 20, 2025, 10:34 AM","22,087,505","10,728,348.42"
"March 20, 2025, 10:56 AM","22,087,618","10,849,131.11"
"March 20, 2025, 11:05 AM","22,087,661","10,965,242.52"
"March 20, 2025, 11:06 AM","22,087,666","11,117,858.86"
"March 20, 2025, 11:06 AM","22,087,669","11,240,267.98"
"March 20, 2025, 11:29 AM","22,087,783","11,496,115.71"
"March 20, 2025, 11:30 AM","22,087,785","11,700,793.91"
"March 20, 2025, 11:30 AM","22,087,787","11,864,536.46"
"March 20, 2025, 11:30 AM","22,087,789","11,995,530.5"
"March 20, 2025, 12:14 PM","22,088,003","12,118,608.88"
"March 20, 2025, 12:17 PM","22,088,022","12,293,493.32"
"March 20, 2025, 12:18 PM","22,088,025","12,434,222.11"
"March 20, 2025, 12:44 PM","22,088,156","12,577,716.27"
"March 20, 2025, 12:54 PM","22,088,203","12,825,203.43"
"March 20, 2025, 12:54 PM","22,088,204","12,861,260.37"
"March 20, 2025, 1:57 PM","22,088,519","12,997,418.75"
"March 20, 2025, 1:57 PM","22,088,521","13,166,338.47"
"March 20, 2025, 1:57 PM","22,088,521","13,303,454.87"
"March 20, 2025, 1:58 PM","22,088,523","13,438,590.64"
"March 20, 2025, 1:58 PM","22,088,525","13,497,527.77"
"March 20, 2025, 2:00 PM","22,088,535","13,674,629.19"
"March 20, 2025, 2:01 PM","22,088,537","13,816,978.2"
"March 20, 2025, 2:01 PM","22,088,537","13,952,390.03"
"March 20, 2025, 2:04 PM","22,088,552","14,095,733.28"
"March 20, 2025, 2:04 PM","22,088,554","14,154,854.63"
"March 20, 2025, 2:18 PM","22,088,622","14,280,502.72"
"March 20, 2025, 2:18 PM","22,088,624","14,331,554.6"
"March 20, 2025, 2:25 PM","22,088,661","14,507,915.08"
"March 20, 2025, 2:26 PM","22,088,663","14,668,931.23"
"March 20, 2025, 2:26 PM","22,088,663","14,802,709.93"
"March 20, 2025, 2:30 PM","22,088,685","15,005,678.93"
"March 20, 2025, 2:30 PM","22,088,686","15,084,024.14"
"March 20, 2025, 2:31 PM","22,088,689","15,245,720.77"
"March 20, 2025, 2:31 PM","22,088,691","15,307,075.95"
"March 20, 2025, 2:32 PM","22,088,695","15,474,812.41"
"March 20, 2025, 2:33 PM","22,088,697","15,537,523.46"
"March 20, 2025, 2:35 PM","22,088,709","15,809,616.88"
"March 20, 2025, 2:36 PM","22,088,712","15,909,440.72"
"March 20, 2025, 2:38 PM","22,088,722","16,235,795.8"
"March 20, 2025, 2:38 PM","22,088,724","16,444,054.74"
"March 20, 2025, 2:38 PM","22,088,724","16,705,138.81"
"March 20, 2025, 2:39 PM","22,088,726","16,914,006.06"
"March 20, 2025, 2:39 PM","22,088,728","16,985,891.13"
"March 20, 2025, 2:39 PM","22,088,730","17,292,962.93"
"March 20, 2025, 2:40 PM","22,088,733","17,478,327.38"
"March 20, 2025, 2:40 PM","22,088,733","17,723,984.82"
"March 20, 2025, 2:40 PM","22,088,734","17,920,510.77"
"March 20, 2025, 2:40 PM","22,088,735","17,984,843.8"
"March 20, 2025, 2:41 PM","22,088,737","18,282,044.06"
"March 20, 2025, 2:41 PM","22,088,739","18,453,360.43"
"March 20, 2025, 2:41 PM","22,088,739","18,691,078.8"
"March 20, 2025, 2:42 PM","22,088,741","18,881,253.49"
"March 20, 2025, 2:42 PM","22,088,743","18,940,910.87"
"March 20, 2025, 2:43 PM","22,088,750","19,233,031.13"
"March 20, 2025, 2:44 PM","22,088,753","19,466,928.7"
"March 20, 2025, 2:44 PM","22,088,753","19,628,809.22"
"March 20, 2025, 2:44 PM","22,088,755","19,816,219.74"
"March 20, 2025, 2:45 PM","22,088,757","19,872,848.01"
"March 20, 2025, 2:45 PM","22,088,759","20,130,934.77"
"March 20, 2025, 2:45 PM","22,088,760","20,337,404.17"
"March 20, 2025, 2:46 PM","22,088,761","20,475,573.64"
"March 20, 2025, 2:46 PM","22,088,765","20,666,879.62"
"March 20, 2025, 2:47 PM","22,088,767","20,722,911.52"
"March 20, 2025, 2:54 PM","22,088,802","20,898,353.46"
"March 20, 2025, 2:54 PM","22,088,804","20,949,315.61"
"March 20, 2025, 2:56 PM","22,088,811","21,153,780.8"
"March 20, 2025, 2:56 PM","22,088,813","21,212,678.85"
"March 20, 2025, 2:57 PM","22,088,817","21,386,526.62"
"March 20, 2025, 2:57 PM","22,088,819","21,436,198.86"
"March 20, 2025, 3:45 PM","22,089,058","21,698,190.33"
"March 20, 2025, 3:45 PM","22,089,060","21,904,856.49"
"March 20, 2025, 3:45 PM","22,089,060","22,036,985.9"
"March 20, 2025, 3:50 PM","22,089,083","22,234,428.01"
"March 20, 2025, 3:50 PM","22,089,085","22,289,350.73"
"March 20, 2025, 4:02 PM","22,089,144","22,477,891.62"
"March 20, 2025, 4:03 PM","22,089,146","22,529,945.1"
"March 20, 2025, 4:16 PM","22,089,215","22,781,018.6"
"March 20, 2025, 4:17 PM","22,089,217","22,981,877.4"
"March 20, 2025, 4:17 PM","22,089,217","23,105,149.1"
"March 20, 2025, 4:17 PM","22,089,220","23,390,774.27"
"March 20, 2025, 4:18 PM","22,089,221","23,619,274.41"
"March 20, 2025, 4:18 PM","22,089,223","23,757,073.82"
"March 20, 2025, 4:19 PM","22,089,230","23,947,127.51"
"March 20, 2025, 4:21 PM","22,089,236","23,997,444.95"
"March 20, 2025, 4:54 PM","22,089,404","24,184,430.05"
"March 20, 2025, 4:55 PM","22,089,406","24,233,620.32"
"March 20, 2025, 6:12 PM","22,089,790","24,421,216.64"
"March 20, 2025, 6:12 PM","22,089,793","24,571,735.44"
"March 20, 2025, 6:12 PM","22,089,793","24,659,915.31"
"March 20, 2025, 6:42 PM","22,089,939","24,853,626.49"
"March 20, 2025, 6:42 PM","22,089,941","24,943,563.5"
"March 20, 2025, 6:42 PM","22,089,941","25,098,532.44"
"March 20, 2025, 7:35 PM","22,090,204","25,237,688.41"
"March 20, 2025, 7:54 PM","22,090,297","25,463,754.33"
"March 20, 2025, 7:54 PM","22,090,299","25,644,607.06"
"March 20, 2025, 7:55 PM","22,090,301","25,789,289.25"
"March 20, 2025, 7:56 PM","22,090,308","25,904,345.07"
"March 20, 2025, 8:32 PM","22,090,485","25,924,702.14"
"March 20, 2025, 8:32 PM","22,090,486","25,940,987.8"
"March 20, 2025, 8:32 PM","22,090,486","26,160,602.97"
"March 20, 2025, 8:32 PM","22,090,488","26,336,295.11"
"March 20, 2025, 8:32 PM","22,090,488","26,349,323.63"
"March 20, 2025, 8:41 PM","22,090,533","26,526,112.38"
"March 20, 2025, 8:41 PM","22,090,533","26,549,256.1"
"March 20, 2025, 8:42 PM","22,090,535","26,727,097.71"
"March 20, 2025, 8:42 PM","22,090,536","26,745,612.68"
"March 20, 2025, 8:42 PM","22,090,537","26,871,466.38"
"March 20, 2025, 8:43 PM","22,090,543","26,892,278.07"
"March 20, 2025, 8:44 PM","22,090,544","26,908,927.43"
"March 20, 2025, 8:44 PM","22,090,546","27,134,098.95"
"March 20, 2025, 8:47 PM","22,090,559","27,159,817.78"
"March 20, 2025, 8:47 PM","22,090,560","27,298,124.67"
"March 20, 2025, 8:47 PM","22,090,561","27,318,699.73"
"March 20, 2025, 8:47 PM","22,090,561","27,422,210.49"
"March 20, 2025, 8:47 PM","22,090,563","27,438,670.54"
"March 20, 2025, 8:48 PM","22,090,564","27,517,677.01"
"March 20, 2025, 8:57 PM","22,090,612","27,537,376.55"
"March 20, 2025, 8:57 PM","22,090,613","27,553,136.18"
"March 20, 2025, 8:57 PM","22,090,613","27,713,767.82"
"March 20, 2025, 8:58 PM","22,090,615","27,731,205.78"
"March 20, 2025, 8:58 PM","22,090,616","27,806,106.52"
"March 20, 2025, 9:07 PM","22,090,660","27,822,276.94"
"March 20, 2025, 9:07 PM","22,090,661","27,889,646.17"
"March 20, 2025, 9:18 PM","22,090,713","27,914,077.87"
"March 20, 2025, 9:18 PM","22,090,714","28,012,449.71"
"March 20, 2025, 9:18 PM","22,090,716","28,031,995.07"
"March 20, 2025, 9:18 PM","22,090,717","28,108,029.69"
"March 20, 2025, 9:19 PM","22,090,718","28,130,910.03"
"March 20, 2025, 9:19 PM","22,090,720","28,149,214.31"
"March 20, 2025, 9:19 PM","22,090,720","28,235,527.74"
"March 20, 2025, 9:19 PM","22,090,722","28,255,903.2"
"March 20, 2025, 9:19 PM","22,090,722","28,323,047.17"
"March 20, 2025, 9:20 PM","22,090,724","28,344,384.32"
"March 20, 2025, 9:20 PM","22,090,724","28,417,301.88"
"March 20, 2025, 9:20 PM","22,090,726","28,491,762.63"
"March 20, 2025, 9:20 PM","22,090,726","28,508,832.35"
"March 20, 2025, 9:21 PM","22,090,728","28,528,002.48"
"March 20, 2025, 9:21 PM","22,090,728","28,586,275.11"
"March 20, 2025, 9:21 PM","22,090,730","28,601,611.21"
"March 20, 2025, 9:21 PM","22,090,730","28,665,774.85"
"March 20, 2025, 9:21 PM","22,090,732","28,682,092.99"
"March 20, 2025, 9:21 PM","22,090,732","28,732,506.85"
"March 20, 2025, 9:22 PM","22,090,733","28,785,303.94"
"March 20, 2025, 9:22 PM","22,090,734","28,804,083.58"
"March 20, 2025, 9:22 PM","22,090,735","28,863,824.05"
"March 20, 2025, 9:22 PM","22,090,736","28,886,864.23"
"March 20, 2025, 9:22 PM","22,090,737","28,958,753.89"
"March 20, 2025, 9:23 PM","22,090,738","28,977,186.03"
"March 20, 2025, 9:23 PM","22,090,739","29,033,649.38"
"March 20, 2025, 9:41 PM","22,090,829","29,052,694.42"
"March 20, 2025, 9:41 PM","22,090,830","29,110,112.16"
"March 20, 2025, 9:54 PM","22,090,895","29,134,309.59"
"March 20, 2025, 9:54 PM","22,090,896","29,153,667.53"
"March 20, 2025, 9:54 PM","22,090,897","29,281,706.14"
"March 20, 2025, 9:55 PM","22,090,898","29,304,680.25"
"March 20, 2025, 9:55 PM","22,090,899","29,370,514.45"
"March 20, 2025, 9:55 PM","22,090,900","29,393,892.35"
"March 20, 2025, 9:55 PM","22,090,901","29,459,765.03"
"March 20, 2025, 9:55 PM","22,090,902","29,478,467.35"
"March 20, 2025, 9:56 PM","22,090,903","29,530,394.45"
"March 20, 2025, 9:56 PM","22,090,906","29,552,506.81"
"March 20, 2025, 9:56 PM","22,090,907","29,613,060.68"
"March 20, 2025, 10:20 PM","22,091,024","29,640,015.76"
"March 20, 2025, 10:20 PM","22,091,025","29,661,579.82"
"March 20, 2025, 10:20 PM","22,091,026","29,678,831.07"
"March 20, 2025, 10:20 PM","22,091,026","29,808,708.73"
"March 20, 2025, 10:21 PM","22,091,028","29,853,957.81"
"March 20, 2025, 10:21 PM","22,091,030","29,873,697.89"
"March 20, 2025, 10:22 PM","22,091,033","29,924,911.12"
"March 20, 2025, 10:24 PM","22,091,045","29,940,703.19"
"March 20, 2025, 10:24 PM","22,091,046","29,952,312.82"
"March 20, 2025, 10:25 PM","22,091,047","30,041,925.51"
"March 20, 2025, 10:36 PM","22,091,104","30,062,330.39"
"March 20, 2025, 10:36 PM","22,091,106","30,114,274.76"
"March 20, 2025, 10:38 PM","22,091,116","30,135,229.99"
"March 20, 2025, 10:39 PM","22,091,118","30,187,973.32"
"March 20, 2025, 11:47 PM","22,091,458","30,219,141.19"
"March 20, 2025, 11:47 PM","22,091,459","30,296,509.98"
"March 20, 2025, 11:47 PM","22,091,459","30,321,445.19"
"March 20, 2025, 11:48 PM","22,091,461","30,382,454.99"
"March 20, 2025, 11:48 PM","22,091,462","30,402,403.17"
"March 20, 2025, 11:48 PM","22,091,463","30,450,667.59"
"March 20, 2025, 11:51 PM","22,091,475","30,461,098.22"
"March 20, 2025, 11:51 PM","22,091,476","30,504,000.95"
"March 20, 2025, 11:51 PM","22,091,477","30,541,956.75"
"March 20, 2025, 11:51 PM","22,091,478","30,632,633.92"
"March 20, 2025, 11:52 PM","22,091,479","30,662,998.56"
"March 20, 2025, 11:52 PM","22,091,480","30,734,393.18"
"March 20, 2025, 11:52 PM","22,091,481","30,758,684.89"
"March 20, 2025, 11:52 PM","22,091,481","30,815,101.62"
"March 20, 2025, 11:57 PM","22,091,504","30,852,932.4"
"March 20, 2025, 11:57 PM","22,091,505","30,939,613.07"
"March 20, 2025, 11:57 PM","22,091,505","30,972,510.77"
"March 20, 2025, 11:57 PM","22,091,506","30,998,828.93"
"March 20, 2025, 11:57 PM","22,091,507","31,131,789.75"
"March 21, 2025, 12:03 AM","22,091,537","31,153,322.61"
"March 21, 2025, 12:03 AM","22,091,538","31,200,894.18"
"March 21, 2025, 12:06 AM","22,091,550","31,234,457.24"
"March 21, 2025, 12:06 AM","22,091,551","31,307,822.19"
"March 21, 2025, 12:06 AM","22,091,552","31,334,672.64"
"March 21, 2025, 12:06 AM","22,091,553","31,392,701.13"
"March 21, 2025, 12:09 AM","22,091,568","31,414,985.31"
"March 21, 2025, 12:10 AM","22,091,569","31,462,713.3"
"March 21, 2025, 12:12 AM","22,091,583","31,495,712.27"
"March 21, 2025, 12:13 AM","22,091,584","31,565,693.87"
"March 21, 2025, 12:13 AM","22,091,584","31,577,474.95"
"March 21, 2025, 12:13 AM","22,091,585","31,603,874.13"
"March 21, 2025, 12:13 AM","22,091,586","31,707,239.35"
"March 21, 2025, 12:14 AM","22,091,590","31,744,356.25"
"March 21, 2025, 12:14 AM","22,091,591","31,821,529.16"
"March 21, 2025, 12:14 AM","22,091,592","31,859,221.27"
"March 21, 2025, 12:14 AM","22,091,593","31,936,628.59"
"March 21, 2025, 12:15 AM","22,091,594","31,966,782.28"
"March 21, 2025, 12:15 AM","22,091,595","32,028,038.07"
"March 21, 2025, 12:15 AM","22,091,596","32,052,161.02"
"March 21, 2025, 12:15 AM","22,091,597","32,100,751.34"
"March 21, 2025, 12:15 AM","22,091,598","32,120,049.7"
"March 21, 2025, 12:16 AM","22,091,599","32,158,663.88"
"March 21, 2025, 12:55 AM","22,091,796","32,191,461.09"
"March 21, 2025, 12:55 AM","22,091,797","32,256,573.19"
"March 21, 2025, 12:56 AM","22,091,798","32,282,810.96"
"March 21, 2025, 12:56 AM","22,091,799","32,334,449.14"
"March 21, 2025, 1:16 AM","22,091,898","32,374,876.33"
"March 21, 2025, 1:16 AM","22,091,899","32,453,681.47"
"March 21, 2025, 1:16 AM","22,091,900","32,486,023.22"
"March 21, 2025, 1:16 AM","22,091,901","32,548,426.35"
"March 21, 2025, 1:16 AM","22,091,902","32,574,299.75"
"March 21, 2025, 1:17 AM","22,091,903","32,623,825.23"
"March 21, 2025, 1:24 AM","22,091,938","32,651,960.84"
"March 21, 2025, 1:24 AM","22,091,939","32,705,427.05"
"March 21, 2025, 1:50 AM","22,092,068","32,743,108.1"
"March 21, 2025, 1:51 AM","22,092,069","32,814,096.17"
"March 21, 2025, 1:51 AM","22,092,070","32,844,241"
"March 21, 2025, 1:51 AM","22,092,071","32,900,537.5"
"March 21, 2025, 2:06 AM","22,092,147","32,925,235.14"
"March 21, 2025, 2:07 AM","22,092,148","32,971,040.73"
"March 21, 2025, 2:11 AM","22,092,170","33,001,928.32"
"March 21, 2025, 2:11 AM","22,092,171","33,058,821.2"
"March 21, 2025, 2:11 AM","22,092,172","33,083,531.28"
"March 21, 2025, 2:14 AM","22,092,184","33,111,938.03"
"March 21, 2025, 2:14 AM","22,092,185","33,208,786.63"
"March 21, 2025, 2:14 AM","22,092,185","33,231,512.03"
"March 21, 2025, 2:18 AM","22,092,206","33,274,011.51"
"March 21, 2025, 2:18 AM","22,092,207","33,308,011.09"
"March 21, 2025, 2:18 AM","22,092,207","33,425,297.1"
"March 21, 2025, 2:19 AM","22,092,209","33,485,747.88"
"March 21, 2025, 2:19 AM","22,092,209","33,512,947.55"
"March 21, 2025, 2:19 AM","22,092,211","33,534,707.28"
"March 21, 2025, 2:20 AM","22,092,213","33,620,962.55"
"March 21, 2025, 2:20 AM","22,092,214","33,703,279.14"
"March 21, 2025, 2:20 AM","22,092,215","33,846,279.92"
"March 21, 2025, 2:20 AM","22,092,217","33,912,133.19"
"March 21, 2025, 2:21 AM","22,092,218","34,024,797.65"
"March 21, 2025, 2:21 AM","22,092,219","34,077,480.27"
"March 21, 2025, 2:21 AM","22,092,220","34,119,626.36"
"March 21, 2025, 2:21 AM","22,092,220","34,279,309.8"
"March 21, 2025, 2:21 AM","22,092,222","34,325,167.67"
"March 21, 2025, 2:22 AM","22,092,223","34,361,853.96"
"March 21, 2025, 2:22 AM","22,092,223","34,498,535.32"
"March 21, 2025, 2:22 AM","22,092,225","34,537,915.12"
"March 21, 2025, 2:22 AM","22,092,226","34,581,194.62"
"March 21, 2025, 2:23 AM","22,092,227","34,716,031.33"
"March 21, 2025, 2:23 AM","22,092,228","34,761,847.99"
"March 21, 2025, 2:23 AM","22,092,229","34,835,748.42"
"March 21, 2025, 2:23 AM","22,092,231","34,878,398.17"
"March 21, 2025, 2:24 AM","22,092,232","34,923,198.7"
"March 21, 2025, 2:24 AM","22,092,232","35,062,669.49"
"March 21, 2025, 2:24 AM","22,092,234","35,104,237.55"
"March 21, 2025, 2:24 AM","22,092,235","35,169,830.27"
"March 21, 2025, 2:24 AM","22,092,236","35,203,084.72"
"March 21, 2025, 2:25 AM","22,092,237","35,255,243.62"
"March 21, 2025, 2:25 AM","22,092,239","35,291,362.93"
"March 21, 2025, 2:25 AM","22,092,240","35,347,704.76"
"March 21, 2025, 2:25 AM","22,092,241","35,376,600.21"
"March 21, 2025, 2:26 AM","22,092,242","35,421,445.3"
"March 21, 2025, 2:26 AM","22,092,243","35,452,702.82"
"March 21, 2025, 2:26 AM","22,092,244","35,500,989.47"
"March 21, 2025, 2:27 AM","22,092,251","35,544,712.19"
"March 21, 2025, 2:28 AM","22,092,252","35,611,871.7"
"March 21, 2025, 2:28 AM","22,092,253","35,646,849.88"
"March 21, 2025, 2:28 AM","22,092,254","35,700,262.15"
"March 21, 2025, 2:29 AM","22,092,257","35,748,240.42"
"March 21, 2025, 2:29 AM","22,092,258","35,821,058.79"
"March 21, 2025, 2:29 AM","22,092,259","35,859,441.4"
"March 21, 2025, 2:29 AM","22,092,260","35,917,333.43"
"March 21, 2025, 2:29 AM","22,092,261","35,948,043.48"
"March 21, 2025, 2:30 AM","22,092,262","35,994,135.79"
"March 21, 2025, 2:32 AM","22,092,273","36,040,011.88"
"March 21, 2025, 2:32 AM","22,092,275","36,108,497.99"
"March 21, 2025, 2:32 AM","22,092,275","36,145,198.86"
"March 21, 2025, 2:33 AM","22,092,277","36,199,675.99"
"March 21, 2025, 2:33 AM","22,092,278","36,229,036.69"
"March 21, 2025, 2:33 AM","22,092,279","36,272,422.72"
"March 21, 2025, 2:45 AM","22,092,341","36,314,860.32"
"March 21, 2025, 2:46 AM","22,092,342","36,377,268.25"
"March 21, 2025, 2:46 AM","22,092,344","36,411,218.34"
"March 21, 2025, 2:46 AM","22,092,345","36,460,892.43"
"March 21, 2025, 2:54 AM","22,092,381","36,508,050.57"
"March 21, 2025, 2:54 AM","22,092,383","36,576,685.62"
"March 21, 2025, 2:54 AM","22,092,383","36,614,412.13"
"March 21, 2025, 2:54 AM","22,092,385","36,669,020.99"
"March 21, 2025, 2:54 AM","22,092,385","36,699,202.2"
"March 21, 2025, 2:55 AM","22,092,387","36,742,701.37"
"March 21, 2025, 3:05 AM","22,092,440","36,777,948.81"
"March 21, 2025, 3:06 AM","22,092,444","36,828,541.82"
"March 21, 2025, 3:06 AM","22,092,444","36,856,739.78"
"March 21, 2025, 4:20 AM","22,092,813","36,902,634.34"
"March 21, 2025, 4:21 AM","22,092,815","36,939,350"
"March 21, 2025, 4:21 AM","22,092,817","36,981,933.88"
"March 21, 2025, 4:21 AM","22,092,818","37,016,000.99"
"March 21, 2025, 5:16 AM","22,093,090","37,049,012.04"
"March 21, 2025, 5:21 AM","22,093,115","37,360,605.37"
"March 21, 2025, 5:21 AM","22,093,115","37,424,273.86"
"March 21, 2025, 5:21 AM","22,093,117","37,481,410"
"March 21, 2025, 5:21 AM","22,093,117","37,648,786.57"
"March 21, 2025, 5:22 AM","22,093,119","37,694,495.49"
"March 21, 2025, 5:22 AM","22,093,120","37,737,658.92"
"March 21, 2025, 5:22 AM","22,093,120","37,859,368.5"
"March 21, 2025, 5:22 AM","22,093,123","37,899,352.64"
"March 21, 2025, 5:23 AM","22,093,124","37,953,730.37"
"March 21, 2025, 5:32 AM","22,093,171","37,986,167.54"
"March 21, 2025, 5:42 AM","22,093,221","38,561,996.49"
"March 21, 2025, 5:42 AM","22,093,223","39,022,659.65"
"March 21, 2025, 5:43 AM","22,093,226","39,400,075.27"
"March 21, 2025, 5:43 AM","22,093,227","39,702,007.76"
"March 21, 2025, 5:44 AM","22,093,229","39,989,008.17"
"March 21, 2025, 5:44 AM","22,093,231","40,238,640.96"
"March 21, 2025, 5:44 AM","22,093,232","40,452,315.41"
"March 21, 2025, 5:45 AM","22,093,234","40,634,479.82"
"March 21, 2025, 5:55 AM","22,093,287","40,797,016.56"
"March 21, 2025, 5:57 AM","22,093,295","40,944,735.06"
"March 21, 2025, 6:08 AM","22,093,353","40,370,134.11"
"March 21, 2025, 6:09 AM","22,093,355","39,910,453.35"
"March 21, 2025, 6:09 AM","22,093,357","39,542,708.75"
"March 21, 2025, 6:10 AM","22,093,359","39,248,513.06"
"March 21, 2025, 6:10 AM","22,093,361","39,013,156.52"
"March 21, 2025, 6:11 AM","22,093,364","38,801,895.64"
"March 21, 2025, 6:13 AM","22,093,375","38,631,591.79"
"March 21, 2025, 6:45 AM","22,093,536","38,458,274.24"
"March 21, 2025, 7:19 AM","22,093,702","38,262,396.77"
"March 21, 2025, 7:19 AM","22,093,703","38,105,694.8"
"March 21, 2025, 7:25 AM","22,093,734","38,306,772.5"
"March 21, 2025, 7:26 AM","22,093,736","38,467,698.79"
"March 21, 2025, 7:30 AM","22,093,758","38,673,485.84"
"March 21, 2025, 7:30 AM","22,093,760","38,478,326.65"
"March 21, 2025, 7:33 AM","22,093,775","38,306,204.28"
"March 21, 2025, 7:35 AM","22,093,781","38,487,332.4"
"March 21, 2025, 7:35 AM","22,093,783","38,691,236.34"
"March 21, 2025, 7:35 AM","22,093,785","38,494,550.04"
"March 21, 2025, 7:36 AM","22,093,788","38,284,573.69"
