dt,block_number,keeper_debt
"August 4, 2024, 3:29 PM","20,456,092","152,684.96"
"August 4, 2024, 4:03 PM","20,456,262","605,998"
"August 4, 2024, 4:10 PM","20,456,297","1,017,887.51"
"August 4, 2024, 4:29 PM","20,456,390","1,413,433.18"
"August 4, 2024, 4:32 PM","20,456,407","1,813,711.22"
"August 4, 2024, 4:38 PM","20,456,434","2,176,590.43"
"August 4, 2024, 5:09 PM","20,456,591","2,776,924.41"
"August 4, 2024, 6:13 PM","20,456,909","4,398,588.81"
"August 4, 2024, 6:19 PM","20,456,939","5,744,873.67"
"August 4, 2024, 6:19 PM","20,456,940","7,188,462.89"
"August 4, 2024, 6:20 PM","20,456,945","8,186,726.4"
"August 4, 2024, 6:29 PM","20,456,991","9,336,375.34"
"August 4, 2024, 6:30 PM","20,456,994","10,457,994.63"
"August 4, 2024, 6:30 PM","20,456,996","11,611,190.45"
"August 4, 2024, 6:30 PM","20,456,997","12,889,464.37"
"August 4, 2024, 6:31 PM","20,456,999","14,004,149.23"
"August 4, 2024, 6:31 PM","20,457,001","14,920,102.92"
"August 4, 2024, 6:32 PM","20,457,002","15,940,687.78"
"August 4, 2024, 6:32 PM","20,457,003","16,846,196.41"
"August 4, 2024, 6:33 PM","20,457,007","17,806,472.48"
"August 4, 2024, 6:33 PM","20,457,008","18,650,161.38"
"August 4, 2024, 6:34 PM","20,457,013","19,494,315.75"
"August 4, 2024, 6:36 PM","20,457,022","20,283,340.17"
"August 4, 2024, 6:36 PM","20,457,025","20,952,840.48"
"August 5, 2024, 1:33 AM","20,459,103","22,706,798.27"
"August 5, 2024, 1:49 AM","20,459,181","23,160,648.55"
"August 5, 2024, 3:06 AM","20,459,568","23,275,071.17"
"August 5, 2024, 3:42 AM","20,459,748","23,397,984.95"
"August 5, 2024, 3:43 AM","20,459,752","24,212,038.43"
"August 5, 2024, 3:43 AM","20,459,753","25,205,003.9"
"August 5, 2024, 3:44 AM","20,459,755","25,457,559.81"
"August 5, 2024, 3:47 AM","20,459,772","25,590,899.05"
"August 5, 2024, 3:48 AM","20,459,775","25,951,309.78"
"August 5, 2024, 3:48 AM","20,459,775","26,466,243.84"
"August 5, 2024, 3:50 AM","20,459,786","26,596,069.48"
"August 5, 2024, 7:42 AM","20,460,943","26,628,594.15"
"August 5, 2024, 7:42 AM","20,460,944","26,636,729.59"
"August 5, 2024, 7:42 AM","20,460,945","26,733,203.57"
"August 5, 2024, 7:44 AM","20,460,956","26,939,595.2"
"August 5, 2024, 7:46 AM","20,460,962","27,199,873.16"
"August 5, 2024, 8:12 AM","20,461,095","27,265,212.86"
"August 5, 2024, 8:13 AM","20,461,096","27,326,280.94"
"August 5, 2024, 8:13 AM","20,461,098","27,459,808.73"
"August 5, 2024, 8:13 AM","20,461,100","27,610,451.47"
"August 5, 2024, 8:29 AM","20,461,176","27,648,201.2"
"August 5, 2024, 8:29 AM","20,461,177","27,657,644.2"
"August 5, 2024, 8:29 AM","20,461,178","27,713,079.41"
"August 5, 2024, 8:29 AM","20,461,179","27,815,055.88"
"August 5, 2024, 8:30 AM","20,461,182","27,940,222.63"
"August 5, 2024, 8:32 AM","20,461,195","28,068,066.03"
"August 5, 2024, 8:33 AM","20,461,197","28,310,172.29"
"August 5, 2024, 8:34 AM","20,461,203","28,581,721.76"
"August 5, 2024, 8:34 AM","20,461,205","28,649,891.28"
"August 5, 2024, 11:58 AM","20,462,217","28,666,951.3"
"August 5, 2024, 12:05 PM","20,462,253","28,671,217.41"
"August 5, 2024, 12:09 PM","20,462,270","28,672,284"
"August 5, 2024, 12:09 PM","20,462,271","28,776,991.28"
"August 5, 2024, 12:09 PM","20,462,273","28,934,943.92"
"August 5, 2024, 12:11 PM","20,462,279","29,132,255.78"
"August 5, 2024, 12:28 PM","20,462,368","29,181,730.05"
"August 5, 2024, 12:29 PM","20,462,369","29,194,107.76"
"August 5, 2024, 12:29 PM","20,462,370","29,276,710.89"
"August 5, 2024, 12:29 PM","20,462,371","29,396,830.31"
"August 5, 2024, 12:30 PM","20,462,375","29,543,960.2"
"August 5, 2024, 12:32 PM","20,462,385","29,687,547.19"
"August 5, 2024, 12:34 PM","20,462,394","29,915,273.12"
"August 5, 2024, 12:34 PM","20,462,397","30,163,284.31"
"August 5, 2024, 12:45 PM","20,462,451","30,225,512.18"
"August 5, 2024, 12:45 PM","20,462,452","30,241,083.21"
"August 5, 2024, 12:46 PM","20,462,453","30,375,610.99"
"August 5, 2024, 12:46 PM","20,462,454","30,546,708.23"
"August 5, 2024, 12:46 PM","20,462,457","30,756,835.75"
"August 5, 2024, 12:51 PM","20,462,479","30,809,526.51"
"August 5, 2024, 12:51 PM","20,462,480","30,822,709.14"
"August 5, 2024, 12:51 PM","20,462,481","30,966,669.52"
"August 5, 2024, 12:52 PM","20,462,483","31,138,810.12"
"August 5, 2024, 12:52 PM","20,462,485","31,350,839.62"
"August 5, 2024, 1:31 PM","20,462,678","31,404,006.35"
"August 5, 2024, 1:31 PM","20,462,679","31,417,307.99"
"August 5, 2024, 1:31 PM","20,462,680","31,567,839.62"
"August 5, 2024, 1:34 PM","20,462,694","31,738,496.07"
"August 5, 2024, 1:34 PM","20,462,696","31,948,635.78"
"August 5, 2024, 1:35 PM","20,462,697","32,116,138.45"
"August 5, 2024, 1:43 PM","20,462,740","32,345,740.39"
"August 5, 2024, 1:47 PM","20,462,760","32,580,240.88"
"August 5, 2024, 1:56 PM","20,462,804","32,639,055.29"
"August 5, 2024, 1:56 PM","20,462,805","32,653,770.72"
"August 5, 2024, 1:56 PM","20,462,806","32,859,098.69"
"August 5, 2024, 1:57 PM","20,462,809","33,064,845.06"
"August 5, 2024, 1:57 PM","20,462,811","33,325,924.75"
"August 5, 2024, 1:59 PM","20,462,820","33,490,187.14"
"August 5, 2024, 2:00 PM","20,462,824","33,712,852.69"
"August 5, 2024, 2:10 PM","20,462,872","33,884,658.14"
"August 5, 2024, 2:15 PM","20,462,898","34,255,881.09"
"August 5, 2024, 2:40 PM","20,463,021","34,507,260.92"
"August 5, 2024, 2:40 PM","20,463,022","34,644,705.29"
"August 5, 2024, 2:43 PM","20,463,037","34,830,430.55"
"August 5, 2024, 2:43 PM","20,463,038","34,999,633.83"
"August 5, 2024, 2:43 PM","20,463,039","35,109,589.32"
"August 5, 2024, 2:44 PM","20,463,041","35,247,832.34"
"August 5, 2024, 2:44 PM","20,463,042","35,378,299.28"
"August 5, 2024, 2:44 PM","20,463,043","35,466,263.67"
"August 5, 2024, 2:50 PM","20,463,072","35,574,254.41"
"August 5, 2024, 2:50 PM","20,463,073","35,676,606.01"
"August 5, 2024, 5:01 PM","20,463,727","35,702,227.44"
"August 5, 2024, 5:02 PM","20,463,728","35,708,634.9"
"August 5, 2024, 5:02 PM","20,463,729","35,876,726.03"
"August 5, 2024, 5:02 PM","20,463,730","36,019,083.22"
"August 5, 2024, 5:03 PM","20,463,733","36,213,047.88"
"August 5, 2024, 5:03 PM","20,463,736","36,547,162.12"
"August 5, 2024, 5:04 PM","20,463,738","36,788,632.76"
"August 5, 2024, 5:14 PM","20,463,790","36,849,183.54"
"August 5, 2024, 5:25 PM","20,463,844","37,038,949.69"
"August 5, 2024, 5:25 PM","20,463,846","37,204,045.51"
"August 5, 2024, 5:26 PM","20,463,848","37,395,373.58"
"August 5, 2024, 5:45 PM","20,463,941","37,443,319.03"
"August 5, 2024, 5:45 PM","20,463,943","37,455,312.48"
"August 5, 2024, 5:45 PM","20,463,944","37,641,080.09"
"August 5, 2024, 5:46 PM","20,463,946","37,787,083.9"
"August 5, 2024, 5:46 PM","20,463,948","37,966,682.88"
"August 5, 2024, 5:51 PM","20,463,974","38,191,162.48"
"August 5, 2024, 5:52 PM","20,463,976","38,404,397.53"
"August 5, 2024, 5:52 PM","20,463,980","38,627,959.97"
"August 5, 2024, 5:53 PM","20,463,983","38,790,779.04"
"August 5, 2024, 5:53 PM","20,463,985","39,216,367.21"
"August 5, 2024, 5:54 PM","20,463,988","39,323,309.61"
"August 5, 2024, 5:54 PM","20,463,990","39,502,159.57"
"August 5, 2024, 5:55 PM","20,463,992","39,629,692.5"
"August 5, 2024, 5:55 PM","20,463,994","39,828,949.44"
"August 5, 2024, 5:56 PM","20,464,000","40,154,455.15"
"August 5, 2024, 5:57 PM","20,464,003","40,375,288.05"
"August 5, 2024, 5:59 PM","20,464,011","40,552,916.68"
"August 5, 2024, 5:59 PM","20,464,014","40,674,691.21"
"August 5, 2024, 6:00 PM","20,464,018","40,882,370.12"
"August 5, 2024, 7:07 PM","20,464,352","41,037,869.19"
"August 5, 2024, 7:08 PM","20,464,355","41,194,862.46"
"August 5, 2024, 7:08 PM","20,464,357","41,365,600.94"
"August 5, 2024, 7:09 PM","20,464,360","41,479,004.61"
"August 5, 2024, 7:09 PM","20,464,362","41,765,184.09"
"August 5, 2024, 7:11 PM","20,464,372","41,836,963.71"
"August 5, 2024, 7:21 PM","20,464,422","41,998,958.73"
"August 5, 2024, 7:22 PM","20,464,424","42,105,083.94"
"August 5, 2024, 7:28 PM","20,464,458","42,255,759.72"
"August 5, 2024, 7:58 PM","20,464,602","42,412,765.51"
"August 5, 2024, 7:58 PM","20,464,604","42,551,979.16"
"August 5, 2024, 8:08 PM","20,464,652","42,715,148.96"
"August 5, 2024, 8:10 PM","20,464,659","42,819,147.08"
"August 5, 2024, 8:12 PM","20,464,670","43,085,619.57"
"August 5, 2024, 8:16 PM","20,464,689","43,152,436.64"
"August 5, 2024, 8:21 PM","20,464,716","43,303,292.69"
"August 5, 2024, 8:22 PM","20,464,719","43,398,341.82"
"August 6, 2024, 1:13 AM","20,466,175","43,531,955.72"
"August 6, 2024, 1:14 AM","20,466,179","43,750,801.19"
"August 6, 2024, 1:15 AM","20,466,182","43,888,880.11"
"August 6, 2024, 4:26 AM","20,467,132","44,032,162.86"
"August 6, 2024, 11:00 PM","20,472,675","43,698,103.1"
"August 6, 2024, 11:21 PM","20,472,780","43,421,012.79"
"August 7, 2024, 11:22 AM","20,476,367","42,954,036.67"
"August 7, 2024, 11:23 AM","20,476,374","42,568,932.64"
"August 7, 2024, 11:24 AM","20,476,378","42,260,849.41"
"August 7, 2024, 11:25 AM","20,476,382","42,143,772.82"
"August 7, 2024, 11:28 AM","20,476,398","41,731,438.23"
"August 7, 2024, 11:29 AM","20,476,403","41,386,227.28"
"August 7, 2024, 11:30 AM","20,476,406","41,110,058.52"
"August 7, 2024, 11:49 AM","20,476,500","40,822,963.22"
"August 7, 2024, 12:37 PM","20,476,741","40,522,694.95"
"August 7, 2024, 12:43 PM","20,476,768","40,429,033.67"
"August 7, 2024, 12:43 PM","20,476,768","40,185,215.14"
"August 7, 2024, 12:50 PM","20,476,803","39,773,951.22"
"August 7, 2024, 12:51 PM","20,476,809","39,444,940.09"
"August 7, 2024, 12:53 PM","20,476,820","39,181,731.18"
"August 7, 2024, 12:55 PM","20,476,830","38,864,526.35"
"August 7, 2024, 1:02 PM","20,476,864","38,610,762.49"
"August 7, 2024, 1:04 PM","20,476,874","38,346,653.97"
"August 7, 2024, 1:20 PM","20,476,956","38,064,072.26"
"August 7, 2024, 1:26 PM","20,476,984","37,591,748.68"
"August 7, 2024, 1:26 PM","20,476,987","37,213,889.8"
"August 7, 2024, 1:27 PM","20,476,992","36,911,693.99"
"August 7, 2024, 1:28 PM","20,476,996","36,613,916.83"
"August 7, 2024, 1:32 PM","20,477,013","36,355,864.38"
"August 7, 2024, 1:32 PM","20,477,017","36,076,894.2"
"August 7, 2024, 1:34 PM","20,477,027","35,245,114.57"
"August 7, 2024, 1:35 PM","20,477,030","34,577,092.67"
"August 7, 2024, 1:37 PM","20,477,041","34,044,997.56"
"August 7, 2024, 1:38 PM","20,477,045","33,619,321.47"
"August 7, 2024, 1:39 PM","20,477,050","33,278,780.6"
"August 7, 2024, 1:40 PM","20,477,055","32,987,164.86"
"August 7, 2024, 1:41 PM","20,477,058","32,851,647.13"
"August 7, 2024, 1:41 PM","20,477,060","32,589,027.9"
"August 7, 2024, 1:47 PM","20,477,089","32,344,761.26"
"August 7, 2024, 1:56 PM","20,477,135","32,077,813.74"
"August 7, 2024, 1:57 PM","20,477,140","31,800,834.1"
"August 7, 2024, 1:59 PM","20,477,150","31,559,271.39"
"August 7, 2024, 2:17 PM","20,477,240","30,839,095.5"
"August 7, 2024, 2:18 PM","20,477,245","30,161,961.97"
"August 7, 2024, 2:19 PM","20,477,250","29,618,899.91"
"August 7, 2024, 2:20 PM","20,477,253","29,184,450.26"
"August 7, 2024, 2:20 PM","20,477,256","28,836,890.55"
"August 7, 2024, 2:39 PM","20,477,347","28,227,626.79"
"August 7, 2024, 2:39 PM","20,477,350","27,742,679.08"
"August 7, 2024, 2:40 PM","20,477,354","27,354,720.92"
"August 7, 2024, 3:21 PM","20,477,557","27,046,203.4"
"August 7, 2024, 3:25 PM","20,477,575","26,720,106.62"
"August 7, 2024, 3:26 PM","20,477,581","26,459,229.19"
"August 7, 2024, 7:11 PM","20,478,702","26,337,746.73"
"August 7, 2024, 7:20 PM","20,478,747","26,218,684.32"
"August 7, 2024, 7:20 PM","20,478,747","26,024,969.26"
"August 7, 2024, 7:20 PM","20,478,749","25,869,999.01"
"August 7, 2024, 7:20 PM","20,478,749","25,774,749.28"
"August 7, 2024, 7:20 PM","20,478,751","25,650,774.24"
"August 7, 2024, 7:20 PM","20,478,751","25,574,574.55"
"August 8, 2024, 10:55 AM","20,483,405","25,449,414.66"
"August 8, 2024, 5:38 PM","20,485,415","25,231,942.14"
"August 8, 2024, 6:14 PM","20,485,591","25,052,831.81"
"August 8, 2024, 6:54 PM","20,485,794","24,847,567.8"
"August 8, 2024, 7:06 PM","20,485,850","24,671,148.86"
"August 8, 2024, 7:10 PM","20,485,870","24,489,749.98"
"August 8, 2024, 8:00 PM","20,486,120","24,389,622.07"
"August 8, 2024, 8:00 PM","20,486,120","24,187,263.95"
"August 8, 2024, 8:00 PM","20,486,121","24,025,378.39"
"August 8, 2024, 8:46 PM","20,486,350","23,847,626.3"
"August 8, 2024, 8:59 PM","20,486,414","23,675,429.89"
"August 8, 2024, 10:13 PM","20,486,787","23,553,613.71"
"August 9, 2024, 3:15 AM","20,488,289","23,467,054.98"
"August 9, 2024, 4:00 AM","20,488,514","23,381,810.9"
"August 9, 2024, 5:01 AM","20,488,818","23,257,626.97"
"August 9, 2024, 6:23 AM","20,489,227","22,609,464.02"
"August 9, 2024, 6:24 AM","20,489,230","22,090,933.66"
"August 9, 2024, 6:24 AM","20,489,233","21,676,109.37"
"August 9, 2024, 6:25 AM","20,489,235","21,531,709.19"
"August 9, 2024, 6:25 AM","20,489,239","21,199,849.76"
"August 9, 2024, 6:27 AM","20,489,249","20,507,266.99"
"August 9, 2024, 6:28 AM","20,489,252","19,953,200.78"
"August 9, 2024, 6:29 AM","20,489,255","19,509,947.81"
"August 9, 2024, 6:29 AM","20,489,257","19,359,868.39"
"August 9, 2024, 6:31 AM","20,489,265","18,746,974.83"
"August 9, 2024, 6:31 AM","20,489,268","18,244,218.51"
"August 9, 2024, 6:32 AM","20,489,273","17,842,013.45"
"August 9, 2024, 6:33 AM","20,489,277","17,692,354.14"
"August 9, 2024, 6:34 AM","20,489,280","17,347,317.98"
"August 9, 2024, 6:34 AM","20,489,284","17,227,590.53"
"August 9, 2024, 6:35 AM","20,489,286","16,951,561.6"
"August 9, 2024, 6:36 AM","20,489,291","16,701,462.97"
"August 9, 2024, 7:18 AM","20,489,498","16,501,489.35"
"August 9, 2024, 7:18 AM","20,489,498","16,400,839.97"
"August 9, 2024, 7:18 AM","20,489,501","16,320,321.05"
"August 9, 2024, 7:18 AM","20,489,501","16,160,342.5"
"August 9, 2024, 8:51 AM","20,489,962","15,806,402.21"
"August 9, 2024, 8:52 AM","20,489,970","15,667,593.5"
"August 9, 2024, 8:58 AM","20,489,997","15,384,441.27"
"August 9, 2024, 9:06 AM","20,490,036","15,273,394.31"
"August 9, 2024, 9:09 AM","20,490,052","15,144,567.52"
"August 9, 2024, 9:10 AM","20,490,057","15,041,506.1"
"August 9, 2024, 9:22 AM","20,490,119","14,919,461.29"
"August 9, 2024, 9:23 AM","20,490,124","14,821,825.45"
"August 9, 2024, 9:43 AM","20,490,222","14,690,911.67"
"August 9, 2024, 9:44 AM","20,490,227","14,586,180.65"
"August 9, 2024, 10:14 AM","20,490,378","14,491,900.45"
"August 9, 2024, 10:26 AM","20,490,437","14,401,697.52"
"August 9, 2024, 10:32 AM","20,490,469","14,294,014.25"
"August 9, 2024, 10:33 AM","20,490,471","14,106,854.33"
"August 9, 2024, 10:33 AM","20,490,471","14,020,707.72"
"August 9, 2024, 10:33 AM","20,490,474","13,870,980.1"
"August 9, 2024, 10:33 AM","20,490,474","13,802,063.42"
"August 9, 2024, 12:54 PM","20,491,175","13,430,058.14"
"August 9, 2024, 12:55 PM","20,491,180","13,132,453.92"
"August 9, 2024, 12:57 PM","20,491,188","12,894,370.55"
"August 9, 2024, 3:17 PM","20,491,885","12,588,138.82"
"August 9, 2024, 10:48 PM","20,494,132","12,519,614.13"
"August 9, 2024, 10:48 PM","20,494,132","12,295,266.08"
"August 9, 2024, 10:49 PM","20,494,134","12,240,446.72"
"August 9, 2024, 10:49 PM","20,494,134","12,060,968.85"
"August 9, 2024, 10:49 PM","20,494,136","11,917,386.87"
"August 9, 2024, 10:49 PM","20,494,136","11,873,531.62"
"August 9, 2024, 11:29 PM","20,494,332","11,714,171.09"
"August 9, 2024, 11:29 PM","20,494,332","11,664,117.05"
"August 10, 2024, 12:03 AM","20,494,503","11,430,695.73"
"August 10, 2024, 12:13 AM","20,494,551","11,203,437.63"
"August 10, 2024, 12:13 AM","20,494,552","11,144,084.36"
"August 10, 2024, 12:13 AM","20,494,552","10,962,277.88"
"August 10, 2024, 1:49 AM","20,495,030","10,902,049.06"
"August 10, 2024, 2:04 AM","20,495,105","10,751,327.15"
"August 10, 2024, 3:12 AM","20,495,445","10,583,713.95"
"August 10, 2024, 3:59 AM","20,495,677","10,441,301.35"
"August 10, 2024, 3:59 AM","20,495,677","10,393,118.29"
"August 10, 2024, 4:18 AM","20,495,773","10,281,897.88"
"August 10, 2024, 4:18 AM","20,495,773","10,243,351.63"
"August 10, 2024, 4:19 AM","20,495,778","10,154,375.38"
"August 10, 2024, 4:19 AM","20,495,778","10,123,538.49"
"August 10, 2024, 6:41 AM","20,496,486","10,085,572.76"
"August 10, 2024, 6:41 AM","20,496,486","10,005,787.08"
"August 10, 2024, 6:41 AM","20,496,488","9,975,414.61"
"August 10, 2024, 8:02 AM","20,496,888","9,799,249.91"
"August 10, 2024, 8:04 AM","20,496,898","9,578,276.75"
"August 10, 2024, 8:05 AM","20,496,903","9,401,498.22"
"August 10, 2024, 8:08 AM","20,496,919","9,208,863"
"August 10, 2024, 8:09 AM","20,496,924","9,155,755.93"
"August 10, 2024, 8:10 AM","20,496,928","9,001,647.75"
"August 10, 2024, 11:44 AM","20,497,992","8,953,970.64"
"August 10, 2024, 3:28 PM","20,499,108","8,895,033.37"
"August 10, 2024, 3:42 PM","20,499,178","8,847,883.55"
"August 10, 2024, 5:33 PM","20,499,729","8,799,108.71"
"August 10, 2024, 6:00 PM","20,499,864","8,736,931.54"
"August 10, 2024, 6:01 PM","20,499,869","8,687,189.8"
"August 10, 2024, 9:14 PM","20,500,833","8,636,999.03"
"August 10, 2024, 9:48 PM","20,501,004","8,576,052.59"
"August 10, 2024, 9:49 PM","20,501,008","8,527,295.43"
"August 10, 2024, 10:05 PM","20,501,090","8,480,924.33"
"August 10, 2024, 10:58 PM","20,501,352","8,437,542.89"
"August 11, 2024, 12:12 AM","20,501,716","8,387,679.28"
"August 11, 2024, 1:20 AM","20,502,055","8,231,783.01"
"August 11, 2024, 4:16 AM","20,502,928","8,183,589.36"
"August 11, 2024, 5:03 AM","20,503,163","7,959,666.95"
"August 11, 2024, 5:05 AM","20,503,170","7,786,968.06"
"August 11, 2024, 5:05 AM","20,503,172","7,737,617.09"
"August 11, 2024, 7:32 AM","20,503,903","7,666,145.66"
"August 11, 2024, 7:33 AM","20,503,905","7,608,968.51"
"August 11, 2024, 7:33 AM","20,503,909","7,446,683.9"
"August 11, 2024, 7:34 AM","20,503,911","7,400,942.19"
"August 11, 2024, 8:52 AM","20,504,300","7,357,008.36"
"August 11, 2024, 9:32 AM","20,504,496","7,317,930.01"
"August 11, 2024, 9:36 AM","20,504,516","7,279,978.19"
"August 11, 2024, 9:49 AM","20,504,581","7,241,799.23"
"August 11, 2024, 10:47 AM","20,504,869","7,202,057.53"
"August 11, 2024, 11:11 AM","20,504,989","7,158,507.88"
"August 11, 2024, 11:17 AM","20,505,022","7,122,661.53"
"August 11, 2024, 2:34 PM","20,505,999","7,080,785.03"
"August 11, 2024, 10:43 PM","20,508,433","6,911,753.05"
"August 11, 2024, 10:45 PM","20,508,443","6,764,448.93"
"August 11, 2024, 10:58 PM","20,508,508","6,605,888.79"
"August 11, 2024, 11:48 PM","20,508,755","6,443,135.73"
"August 12, 2024, 2:03 AM","20,509,428","6,227,527.47"
"August 12, 2024, 2:04 AM","20,509,434","6,057,659.27"
"August 12, 2024, 4:16 AM","20,510,086","5,919,738.82"
"August 12, 2024, 6:03 AM","20,510,620","6,069,791.69"
"August 12, 2024, 9:30 AM","20,511,649","6,337,273.33"
"August 12, 2024, 9:44 AM","20,511,723","6,553,585.88"
"August 12, 2024, 10:43 AM","20,512,014","6,689,954.55"
"August 12, 2024, 7:06 PM","20,514,514","6,689,954.55"
"August 12, 2024, 7:07 PM","20,514,520","6,689,954.55"
"August 12, 2024, 7:08 PM","20,514,523","6,689,954.55"
"August 14, 2024, 5:55 AM","20,524,913","6,540,405.95"
"August 14, 2024, 6:42 AM","20,525,147","6,374,719.18"
"August 14, 2024, 7:07 AM","20,525,274","6,233,176.96"
"August 14, 2024, 9:41 AM","20,526,043","6,063,761.8"
"August 14, 2024, 10:57 AM","20,526,418","5,909,752.95"
"August 14, 2024, 11:08 AM","20,526,474","5,744,122.83"
"August 14, 2024, 12:00 PM","20,526,732","5,592,791.57"
"August 14, 2024, 2:56 PM","20,527,608","5,295,906.21"
"August 14, 2024, 2:57 PM","20,527,610","5,060,496.99"
"August 14, 2024, 9:55 PM","20,529,690","4,921,548.36"
"August 14, 2024, 10:23 PM","20,529,830","4,751,403.93"
"August 14, 2024, 10:25 PM","20,529,838","4,591,211.32"
"August 14, 2024, 10:27 PM","20,529,847","4,439,060.06"
"August 14, 2024, 10:34 PM","20,529,886","4,300,540.93"
"August 15, 2024, 8:00 AM","20,532,699","4,142,624.44"
"August 15, 2024, 7:52 PM","20,536,236","4,373,749.67"
"August 15, 2024, 10:40 PM","20,537,069","4,765,945.71"
"August 15, 2024, 10:45 PM","20,537,094","5,079,702.55"
"August 15, 2024, 10:52 PM","20,537,128","5,330,708.02"
"August 15, 2024, 11:28 PM","20,537,306","5,531,182.79"
"August 17, 2024, 4:52 AM","20,546,078","5,683,810.42"
"August 17, 2024, 11:51 AM","20,548,160","5,897,578.99"
"August 17, 2024, 11:52 AM","20,548,165","6,068,593.84"
"August 17, 2024, 11:55 AM","20,548,181","6,252,756.42"
"August 17, 2024, 1:14 PM","20,548,573","6,429,715.12"
"August 18, 2024, 2:05 AM","20,552,409","6,536,980.27"
"August 19, 2024, 3:11 AM","20,559,906","6,536,980.27"
"August 19, 2024, 3:11 AM","20,559,906","6,536,980.27"
"August 19, 2024, 8:02 AM","20,561,355","6,302,146.19"
"August 19, 2024, 8:04 AM","20,561,362","6,114,278.93"
"August 19, 2024, 8:07 AM","20,561,375","5,963,985.12"
"August 19, 2024, 10:44 AM","20,562,159","6,138,834.63"
"August 19, 2024, 10:17 PM","20,565,601","6,138,834.63"
"August 19, 2024, 10:17 PM","20,565,601","6,138,834.63"
"August 19, 2024, 11:51 PM","20,566,073","5,979,540.94"
"August 20, 2024, 5:27 AM","20,567,748","5,835,125.89"
"August 20, 2024, 9:43 AM","20,569,013","5,676,040.74"
"August 20, 2024, 9:43 AM","20,569,015","5,548,772.61"
"August 20, 2024, 10:29 AM","20,569,245","5,399,368.95"
"August 20, 2024, 11:33 AM","20,569,562","5,236,808.08"
"August 20, 2024, 11:34 AM","20,569,563","5,106,759.38"
"August 20, 2024, 1:57 PM","20,570,277","4,954,105.92"
"August 20, 2024, 3:49 PM","20,570,836","4,822,014.04"
"August 20, 2024, 4:01 PM","20,570,892","4,656,197.1"
"August 20, 2024, 4:01 PM","20,570,896","4,518,602.62"
"August 20, 2024, 5:44 PM","20,571,407","4,381,675.21"
"August 20, 2024, 7:47 PM","20,572,015","4,251,408.83"
"August 20, 2024, 9:49 PM","20,572,621","4,133,210.56"
"August 20, 2024, 10:53 PM","20,572,939","4,012,425.45"
"August 20, 2024, 11:16 PM","20,573,055","3,893,673.69"
"August 21, 2024, 12:42 AM","20,573,481","3,781,389.8"
"August 21, 2024, 9:48 AM","20,576,203","3,661,958.9"
"August 22, 2024, 12:55 AM","20,580,705","3,656,091.34"
"August 22, 2024, 8:51 AM","20,583,066","3,811,418.83"
"August 22, 2024, 9:03 AM","20,583,127","3,944,591.05"
"August 22, 2024, 10:33 AM","20,583,573","4,293,743.78"
"August 22, 2024, 10:33 AM","20,583,575","4,573,065.96"
"August 22, 2024, 10:33 AM","20,583,577","4,796,523.7"
"August 22, 2024, 10:35 AM","20,583,584","4,975,309.89"
"August 22, 2024, 10:36 AM","20,583,591","5,118,338.85"
"August 23, 2024, 6:31 AM","20,589,531","4,826,044.56"
"August 23, 2024, 6:31 AM","20,589,533","4,592,209.13"
"August 23, 2024, 6:32 AM","20,589,535","4,409,141.17"
"August 23, 2024, 6:32 AM","20,589,537","4,262,686.81"
"August 23, 2024, 6:37 AM","20,589,562","4,138,631.83"
"August 23, 2024, 11:06 AM","20,590,892","4,030,776.41"
"August 25, 2024, 5:02 AM","20,603,394","3,908,237.83"
"August 25, 2024, 5:02 AM","20,603,396","3,762,213.11"
"August 25, 2024, 5:04 AM","20,603,402","3,645,393.34"
"August 25, 2024, 5:59 AM","20,603,677","3,518,928.61"
"August 25, 2024, 2:37 PM","20,606,249","3,400,658.4"
"August 25, 2024, 8:16 PM","20,607,932","3,018,821.19"
"August 25, 2024, 8:16 PM","20,607,934","2,713,351.42"
"August 25, 2024, 8:17 PM","20,607,936","2,468,975.6"
"August 25, 2024, 8:17 PM","20,607,938","2,273,474.95"
"August 25, 2024, 8:18 PM","20,607,940","2,117,074.43"
"August 25, 2024, 8:18 PM","20,607,942","1,991,954.01"
"August 25, 2024, 8:25 PM","20,607,975","1,594,290.5"
"August 25, 2024, 8:25 PM","20,607,978","1,276,159.69"
"August 25, 2024, 8:26 PM","20,607,980","1,021,655.04"
"August 25, 2024, 8:26 PM","20,607,982","818,051.32"
"August 25, 2024, 8:27 PM","20,607,985","655,168.34"
"August 25, 2024, 8:27 PM","20,607,987","524,861.96"
"August 25, 2024, 8:27 PM","20,607,989","420,616.86"
"August 25, 2024, 8:29 PM","20,607,996","321,736.09"
"August 25, 2024, 8:38 PM","20,608,041","30,502.89"
"August 25, 2024, 8:38 PM","20,608,043",0.00000000000043
"August 26, 2024, 2:09 AM","20,609,690",0.00000000000043
"August 26, 2024, 2:09 AM","20,609,690",0.00000000000043
"September 6, 2024, 7:14 PM","20,693,571","176,284.19"
"September 6, 2024, 7:35 PM","20,693,674","318,345.54"
"September 6, 2024, 7:48 PM","20,693,740","498,122.12"
"September 6, 2024, 7:53 PM","20,693,766","674,131.46"
"September 6, 2024, 7:56 PM","20,693,783","932,598.88"
"September 6, 2024, 7:57 PM","20,693,785","1,139,372.82"
"September 6, 2024, 7:58 PM","20,693,790","1,284,957.34"
"September 6, 2024, 8:06 PM","20,693,832","1,503,599.74"
